Concept,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax
crab,has_legs,external_component,e,ce,visual-form_and_surface,11,5,489.0,44,ND,0.023,0.022,18.05,6.6,8,k,2,0.69,565,6.34,4.2,4,4,1,106.15,19.02,6,16,13,3,23.1,0.308,0.316,113.65,9,20,1,1,5,1,0,1,0,1,3,3
cranberry,has_skin,external_component,e,ce,visual-form_and_surface,5,12,131.0,16,ND,0.063,0.038,64.75,34.41,8,k,1,0.0,121,4.8,4.05,9,8,3,227.15,17.04,0,14,12,3,25.0,0.32,0.291,164.3,11,31,2,0,2,1,0,3,0,0,4,2
crocodile,has_a_tail,external_component,e,ce,visual-form_and_surface,14,3,379.0,39,ND,0.026,0.037,63.28,23.34,10,k,1,0.0,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.9,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,has_legs,external_component,e,ce,visual-form_and_surface,5,16,468.0,49,ND,0.02,0.011,58.11,16.64,10,k,1,0.0,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.9,9,14,0,3,7,1,0,0,0,0,4,2
crow,has_a_beak,external_component,e,ce,visual-form_and_surface,8,6,443.0,38,ND,0.026,0.018,260.78,173.25,10,k,3,1.1,533,6.28,5.0,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,has_feathers,external_component,e,ce,visual-form_and_surface,6,9,524.0,38,ND,0.026,0.011,242.61,161.65,12,k,3,1.1,533,6.28,5.0,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,has_wings,external_component,e,ce,visual-form_and_surface,5,11,529.0,44,ND,0.023,0.009,216.18,171.82,9,k,3,1.1,533,6.28,5.0,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
cucumber,has_skin,external_component,e,ce,visual-form_and_surface,9,7,131.0,16,ND,0.063,0.069,22.09,22.09,8,k,1,0.0,252,5.53,7.1,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cup,has_a_handle,external_component,e,ce,visual-form_and_surface,18,2,508.0,42,ND,0.024,0.035,15.63,15.63,12,k,59,4.08,13575,9.52,8.2,3,3,1,0.0,0.0,9,21,19,4,21.1,0.269,0.257,559.98,29,28,6,0,8,1,0,0,0,0,4,2
cupboard,has_doors,external_component,e,ce,visual-form_and_surface,16,5,163.0,15,ND,0.067,0.098,71.27,71.27,9,k,4,1.39,1943,7.57,8.0,8,5,2,180.8,39.61,0,10,10,3,30.0,0.323,0.355,172.17,9,43,5,0,4,0,0,0,0,0,1,0
dagger,has_a_handle,external_component,e,ce,visual-form_and_surface,12,5,508.0,42,ND,0.024,0.024,18.2,18.2,12,d,1,0.0,433,6.07,3.0,6,5,2,1643.9,177.13,2,14,12,3,25.0,0.253,0.256,189.63,9,25,4,0,6,0,0,0,0,1,1,2
deer,has_legs,external_component,e,ce,visual-form_and_surface,12,6,468.0,49,ND,0.02,0.026,183.22,107.98,10,d,13,2.56,930,6.84,5.4,4,3,1,2800.84,113.27,10,20,16,2,12.5,0.2,0.199,381.41,23,25,2,2,7,2,0,0,0,0,3,4
deer,has_eyes,external_component,e,ce,visual-form_and_surface,8,8,118.0,16,ND,0.063,0.068,15.99,15.99,8,d,13,2.56,930,6.84,5.4,4,3,1,2800.84,113.27,10,20,16,2,12.5,0.2,0.199,381.41,23,25,2,2,7,2,0,0,0,0,3,4
deer,has_a_tail,external_component,e,ce,visual-form_and_surface,6,13,379.0,39,ND,0.026,0.016,85.97,49.31,10,d,13,2.56,930,6.84,5.4,4,3,1,2800.84,113.27,10,20,16,2,12.5,0.2,0.199,381.41,23,25,2,2,7,2,0,0,0,0,3,4
deer,has_fur,external_component,e,ce,visual-form_and_surface,6,13,264.0,22,ND,0.045,0.023,77.0,41.44,7,d,13,2.56,930,6.84,5.4,4,3,1,2800.84,113.27,10,20,16,2,12.5,0.2,0.199,381.41,23,25,2,2,7,2,0,0,0,0,3,4
desk,has_legs,external_component,e,ce,visual-form_and_surface,13,5,489.0,44,ND,0.023,0.027,31.12,31.12,8,d,69,4.23,4873,8.49,8.65,4,4,1,843.21,82.29,3,16,15,8,53.3,0.523,0.518,49.07,3,14,4,0,7,0,0,0,0,0,4,1
dishwasher,has_buttons,external_component,e,ce,visual-form_and_surface,5,11,163.0,13,ND,0.077,0.031,0.0,0.0,11,d,1,0.0,254,5.54,7.3,10,8,3,218.2,0.0,0,13,12,6,50.0,0.408,0.411,18.86,1,7,2,0,5,0,1,0,0,0,4,1
dog,has_legs,external_component,e,ce,visual-form_and_surface,18,2,468.0,49,ND,0.02,0.038,123.65,56.91,10,d,145,4.98,12536,9.44,8.15,3,3,1,0.0,0.0,14,18,14,7,50.0,0.467,0.455,92.54,7,33,1,2,6,0,1,0,0,1,3,4
dog,has_fur,external_component,e,ce,visual-form_and_surface,14,5,264.0,22,ND,0.045,0.053,84.66,36.92,7,d,145,4.98,12536,9.44,8.15,3,3,1,0.0,0.0,14,18,14,7,50.0,0.467,0.455,92.54,7,33,1,2,6,0,1,0,0,1,3,4
dog,has_a_tail,external_component,e,ce,visual-form_and_surface,10,7,379.0,39,ND,0.026,0.026,74.98,38.32,10,d,145,4.98,12536,9.44,8.15,3,3,1,0.0,0.0,14,18,14,7,50.0,0.467,0.455,92.54,7,33,1,2,6,0,1,0,0,1,3,4
dolphin,has_fins,external_component,e,ce,visual-form_and_surface,6,9,100.0,11,ND,0.091,0.06,114.94,59.73,8,d,5,1.61,1614,7.39,3.85,7,6,2,268.53,14.19,0,23,20,9,45.0,0.359,0.355,200.14,8,15,1,5,2,1,2,0,0,1,8,3
donkey,has_legs,external_component,e,ce,visual-form_and_surface,19,2,489.0,44,ND,0.023,0.039,50.43,38.98,8,d,1,0.0,731,6.59,4.45,6,5,2,710.05,39.01,1,14,12,2,16.7,0.188,0.19,163.72,13,29,1,0,5,2,1,0,0,1,2,2
donkey,has_a_tail,external_component,e,ce,visual-form_and_surface,11,6,379.0,39,ND,0.026,0.029,88.22,51.56,10,d,1,0.0,731,6.59,4.45,6,5,2,710.05,39.01,1,14,12,2,16.7,0.188,0.19,163.72,13,29,1,0,5,2,1,0,0,1,2,2
door,has_a_handle,external_component,e,ce,visual-form_and_surface,11,7,508.0,42,ND,0.024,0.022,0.0,0.0,12,d,348,5.85,30174,10.31,8.95,4,3,1,2587.59,446.65,5,13,13,6,46.2,0.415,0.413,180.59,3,14,6,0,7,0,0,0,0,0,0,0
dove,has_feathers,external_component,e,ce,visual-form_and_surface,16,5,524.0,38,ND,0.026,0.031,276.95,195.99,12,d,5,1.61,458,6.13,3.7,4,3,1,3310.75,274.58,13,10,9,1,11.1,0.183,0.166,456.0,12,43,0,1,3,1,0,0,0,0,4,1
dove,has_a_beak,external_component,e,ce,visual-form_and_surface,13,6,443.0,38,ND,0.026,0.029,272.68,193.4,10,d,5,1.61,458,6.13,3.7,4,3,1,3310.75,274.58,13,10,9,1,11.1,0.183,0.166,456.0,12,43,0,1,3,1,0,0,0,0,4,1
dove,has_wings,external_component,e,ce,visual-form_and_surface,13,6,529.0,44,ND,0.023,0.025,239.81,195.45,9,d,5,1.61,458,6.13,3.7,4,3,1,3310.75,274.58,13,10,9,1,11.1,0.183,0.166,456.0,12,43,0,1,3,1,0,0,0,0,4,1
duck,has_feathers,external_component,e,ce,visual-form_and_surface,20,1,524.0,38,ND,0.026,0.038,326.69,245.73,12,d,13,2.56,2094,7.65,5.2,4,3,1,1488.22,53.91,13,20,17,4,23.5,0.203,0.205,739.15,29,37,2,4,6,0,1,0,0,0,4,3
duck,has_a_beak,external_component,e,ce,visual-form_and_surface,8,14,443.0,38,ND,0.026,0.018,315.9,236.62,10,d,13,2.56,2094,7.65,5.2,4,3,1,1488.22,53.91,13,20,17,4,23.5,0.203,0.205,739.15,29,37,2,4,6,0,1,0,0,0,4,3
duck,has_wings,external_component,e,ce,visual-form_and_surface,6,16,529.0,44,ND,0.023,0.011,230.73,186.37,9,d,13,2.56,2094,7.65,5.2,4,3,1,1488.22,53.91,13,20,17,4,23.5,0.203,0.205,739.15,29,37,2,4,6,0,1,0,0,0,4,3
dunebuggy,has_wheels,external_component,e,ce,visual-form_and_surface,21,1,416.0,23,ND,0.043,0.05,119.37,87.56,10,d,1,0.0,1,0.0,2.7,9,7,3,39.66,0.2,0,15,13,6,46.2,0.459,0.452,166.11,8,38,1,1,5,0,1,0,0,0,5,2
eagle,has_wings,external_component,e,ce,visual-form_and_surface,14,4,529.0,44,ND,0.023,0.026,249.11,197.38,9,i:,11,2.4,1793,7.49,3.6,5,3,2,650.78,23.17,0,17,14,3,21.4,0.243,0.239,562.12,20,36,0,2,6,0,0,0,0,0,6,3
eagle,has_feathers,external_component,e,ce,visual-form_and_surface,13,5,524.0,38,ND,0.026,0.025,296.01,215.05,12,i:,11,2.4,1793,7.49,3.6,5,3,2,650.78,23.17,0,17,14,3,21.4,0.243,0.239,562.12,20,36,0,2,6,0,0,0,0,0,6,3
eagle,has_a_beak,external_component,e,ce,visual-form_and_surface,12,6,443.0,38,ND,0.026,0.027,294.4,215.12,10,i:,11,2.4,1793,7.49,3.6,5,3,2,650.78,23.17,0,17,14,3,21.4,0.243,0.239,562.12,20,36,0,2,6,0,0,0,0,0,6,3
elephant,has_legs,external_component,e,ce,visual-form_and_surface,12,8,489.0,44,ND,0.023,0.025,61.12,49.67,8,E,17,2.83,1508,7.32,3.5,8,7,3,369.51,100.69,0,17,15,4,26.7,0.291,0.314,196.87,12,22,2,2,8,1,0,0,0,0,2,2
elephant,has_a_tail,external_component,e,ce,visual-form_and_surface,9,12,379.0,39,ND,0.026,0.024,70.91,34.25,10,E,17,2.83,1508,7.32,3.5,8,7,3,369.51,100.69,0,17,15,4,26.7,0.291,0.314,196.87,12,22,2,2,8,1,0,0,0,0,2,2
elevator,has_buttons,external_component,e,ce,visual-form_and_surface,16,3,163.0,13,ND,0.077,0.098,0.0,0.0,11,E,12,2.48,279,5.63,8.1,8,8,4,245.4,68.99,0,14,14,7,50.0,0.475,0.49,0.0,0,0,3,2,6,0,0,0,0,0,3,0
elevator,has_doors,external_component,e,ce,visual-form_and_surface,13,5,163.0,15,ND,0.067,0.08,0.0,0.0,9,E,12,2.48,279,5.63,8.1,8,8,4,245.4,68.99,0,14,14,7,50.0,0.475,0.49,0.0,0,0,3,2,6,0,0,0,0,0,3,0
elk,has_legs,external_component,e,ce,visual-form_and_surface,12,2,468.0,49,ND,0.02,0.026,142.03,66.79,10,E,2,0.69,40,3.69,2.65,3,3,1,0.0,0.0,3,16,13,1,7.7,0.155,0.131,192.64,14,21,2,2,5,1,0,0,0,1,2,3
emu,has_feathers,external_component,e,ce,visual-form_and_surface,11,3,524.0,38,ND,0.026,0.021,161.9,80.94,12,I,1,0.0,293,5.68,3.1,3,3,2,0.0,0.0,0,12,10,2,20.0,0.229,0.218,209.48,10,36,0,0,7,0,0,0,0,0,3,2
emu,has_legs,external_component,e,ce,visual-form_and_surface,8,6,489.0,44,ND,0.023,0.016,19.8,8.35,8,I,1,0.0,293,5.68,3.1,3,3,2,0.0,0.0,0,12,10,2,20.0,0.229,0.218,209.48,10,36,0,0,7,0,0,0,0,0,3,2
emu,has_a_beak,external_component,e,ce,visual-form_and_surface,5,9,443.0,38,ND,0.026,0.011,157.73,78.45,10,I,1,0.0,293,5.68,3.1,3,3,2,0.0,0.0,0,12,10,2,20.0,0.229,0.218,209.48,10,36,0,0,7,0,0,0,0,0,3,2
falcon,has_wings,external_component,e,ce,visual-form_and_surface,20,3,529.0,44,ND,0.023,0.038,255.84,204.11,9,f,4,1.39,408,6.01,2.85,6,6,2,777.69,14.98,0,14,11,1,9.1,0.121,0.134,537.02,17,38,0,2,6,0,0,0,0,0,3,3
falcon,has_a_beak,external_component,e,ce,visual-form_and_surface,13,4,443.0,38,ND,0.026,0.029,287.07,207.79,10,f,4,1.39,408,6.01,2.85,6,6,2,777.69,14.98,0,14,11,1,9.1,0.121,0.134,537.02,17,38,0,2,6,0,0,0,0,0,3,3
falcon,has_feathers,external_component,e,ce,visual-form_and_surface,12,5,524.0,38,ND,0.026,0.023,289.5,208.54,12,f,4,1.39,408,6.01,2.85,6,6,2,777.69,14.98,0,14,11,1,9.1,0.121,0.134,537.02,17,38,0,2,6,0,0,0,0,0,3,3
falcon,has_eyes,external_component,e,ce,visual-form_and_surface,6,10,118.0,16,ND,0.063,0.051,0.0,0.0,8,f,4,1.39,408,6.01,2.85,6,6,2,777.69,14.98,0,14,11,1,9.1,0.121,0.134,537.02,17,38,0,2,6,0,0,0,0,0,3,3
fawn,has_legs,external_component,e,ce,visual-form_and_surface,13,4,489.0,44,ND,0.023,0.027,76.23,64.78,8,f,1,0.0,145,4.98,3.8,4,3,1,1039.03,32.82,5,26,21,3,14.3,0.202,0.169,259.81,17,11,2,4,7,1,0,0,0,1,6,5
fawn,has_eyes,external_component,e,ce,visual-form_and_surface,8,10,118.0,16,ND,0.063,0.068,15.99,15.99,8,f,1,0.0,145,4.98,3.8,4,3,1,1039.03,32.82,5,26,21,3,14.3,0.202,0.169,259.81,17,11,2,4,7,1,0,0,0,1,6,5
fawn,has_a_tail,external_component,e,ce,visual-form_and_surface,7,13,379.0,39,ND,0.026,0.018,70.91,34.25,10,f,1,0.0,145,4.98,3.8,4,3,1,1039.03,32.82,5,26,21,3,14.3,0.202,0.169,259.81,17,11,2,4,7,1,0,0,0,1,6,5
finch,has_feathers,external_component,e,ce,visual-form_and_surface,12,5,524.0,38,ND,0.026,0.023,272.77,191.81,12,f,1,0.0,354,5.87,3.25,5,4,1,2077.23,277.85,3,10,9,0,0.0,0.04,0.037,505.99,19,53,0,2,4,1,1,0,0,0,1,1
finch,has_a_beak,external_component,e,ce,visual-form_and_surface,11,6,443.0,38,ND,0.026,0.025,284.04,204.76,10,f,1,0.0,354,5.87,3.25,5,4,1,2077.23,277.85,3,10,9,0,0.0,0.04,0.037,505.99,19,53,0,2,4,1,1,0,0,0,1,1
finch,has_wings,external_component,e,ce,visual-form_and_surface,10,7,529.0,44,ND,0.023,0.019,236.99,192.63,9,f,1,0.0,354,5.87,3.25,5,4,1,2077.23,277.85,3,10,9,0,0.0,0.04,0.037,505.99,19,53,0,2,4,1,1,0,0,0,1,1
flamingo,has_a_beak,external_component,e,ce,visual-form_and_surface,11,4,443.0,38,ND,0.026,0.025,208.01,128.73,10,f,1,0.0,138,4.93,2.7,8,8,3,342.72,89.25,0,11,9,2,22.2,0.321,0.311,234.7,8,38,0,1,4,1,0,0,0,0,3,2
flamingo,has_feathers,external_component,e,ce,visual-form_and_surface,7,7,524.0,38,ND,0.026,0.013,203.36,122.4,12,f,1,0.0,138,4.93,2.7,8,8,3,342.72,89.25,0,11,9,2,22.2,0.321,0.311,234.7,8,38,0,1,4,1,0,0,0,0,3,2
fork,has_a_handle,external_component,e,ce,visual-form_and_surface,6,12,508.0,42,ND,0.024,0.012,0.0,0.0,12,f,7,1.95,1055,6.96,8.7,4,3,1,2377.9,597.01,8,14,13,5,38.5,0.381,0.406,41.56,3,11,1,0,8,0,0,0,0,1,3,1
fox,has_fur,external_component,e,ce,visual-form_and_surface,14,4,264.0,22,ND,0.045,0.053,82.47,46.91,7,f,13,2.56,2741,7.92,4.7,3,4,1,0.0,0.0,8,17,14,2,14.3,0.175,0.166,209.7,16,24,1,1,6,1,0,0,0,0,5,3
fox,has_legs,external_component,e,ce,visual-form_and_surface,10,6,468.0,49,ND,0.02,0.021,143.2,76.46,10,f,13,2.56,2741,7.92,4.7,3,4,1,0.0,0.0,8,17,14,2,14.3,0.175,0.166,209.7,16,24,1,1,6,1,0,0,0,0,5,3
fox,has_a_tail,external_component,e,ce,visual-form_and_surface,8,9,379.0,39,ND,0.026,0.021,81.68,45.02,10,f,13,2.56,2741,7.92,4.7,3,4,1,0.0,0.0,8,17,14,2,14.3,0.175,0.166,209.7,16,24,1,1,6,1,0,0,0,0,5,3
freezer,has_doors,external_component,e,ce,visual-form_and_surface,5,17,163.0,15,ND,0.067,0.031,48.92,48.92,9,f,2,0.69,527,6.27,8.35,7,6,2,927.82,57.89,1,19,18,9,50.0,0.545,0.546,181.47,10,28,8,0,5,1,0,0,0,1,3,1
fridge,has_doors,external_component,e,ce,visual-form_and_surface,14,6,163.0,15,ND,0.067,0.086,71.27,71.27,9,f,1,0.0,1052,6.96,8.8,6,4,1,467.16,106.07,2,19,18,4,22.2,0.31,0.304,312.57,18,20,4,0,9,1,0,0,0,2,2,1
frog,has_legs,external_component,e,ce,visual-form_and_surface,14,3,489.0,44,ND,0.023,0.029,46.71,35.26,8,f,2,0.69,960,6.87,5.45,4,4,1,2962.21,264.63,3,16,14,3,21.4,0.254,0.255,263.05,11,20,0,5,3,1,1,0,0,0,4,2
frog,has_eyes,external_component,e,ce,visual-form_and_surface,6,12,118.0,16,ND,0.063,0.051,7.65,7.65,8,f,2,0.69,960,6.87,5.45,4,4,1,2962.21,264.63,3,16,14,3,21.4,0.254,0.255,263.05,11,20,0,5,3,1,1,0,0,0,4,2
garage,has_doors,external_component,e,ce,visual-form_and_surface,17,3,163.0,15,ND,0.067,0.104,39.81,39.81,9,g,26,3.26,2387,7.78,7.85,6,5,2,611.33,96.15,0,9,9,4,44.4,0.442,0.451,64.08,4,40,5,0,3,0,0,0,0,0,1,0
garlic,has_skin,external_component,e,ce,visual-form_and_surface,7,15,131.0,16,ND,0.063,0.053,7.26,7.26,8,g,4,1.39,802,6.69,7.85,6,5,2,571.8,133.71,0,21,20,14,70.0,0.56,0.581,31.75,2,13,10,0,4,1,0,2,2,0,1,1
giraffe,has_legs,external_component,e,ce,visual-form_and_surface,10,8,468.0,49,ND,0.02,0.021,66.74,0.0,10,dZ,1,0.0,106,4.66,4.05,7,5,2,85.3,6.15,0,14,12,0,0.0,0.147,0.191,390.26,20,30,0,1,5,3,0,0,0,0,3,2
goat,has_legs,external_component,e,ce,visual-form_and_surface,12,6,468.0,49,ND,0.02,0.026,171.67,104.93,10,g,6,1.79,1201,7.09,4.05,4,3,1,5890.29,81.85,7,20,18,7,38.9,0.333,0.33,261.13,20,36,2,5,7,1,0,0,0,0,3,2
goat,has_fur,external_component,e,ce,visual-form_and_surface,8,12,264.0,22,ND,0.045,0.03,65.28,29.72,7,g,6,1.79,1201,7.09,4.05,4,3,1,5890.29,81.85,7,20,18,7,38.9,0.333,0.33,261.13,20,36,2,5,7,1,0,0,0,0,3,2
goat,has_a_tail,external_component,e,ce,visual-form_and_surface,6,15,379.0,39,ND,0.026,0.016,103.22,66.56,10,g,6,1.79,1201,7.09,4.05,4,3,1,5890.29,81.85,7,20,18,7,38.9,0.333,0.33,261.13,20,36,2,5,7,1,0,0,0,0,3,2
goldfish,has_fins,external_component,e,ce,visual-form_and_surface,11,8,100.0,11,ND,0.091,0.11,237.84,182.63,8,g,1,0.0,365,5.9,6.4,8,7,2,203.88,26.69,0,14,11,3,27.3,0.28,0.306,404.92,10,36,0,2,4,2,0,0,0,0,3,3
goose,has_feathers,external_component,e,ce,visual-form_and_surface,22,2,524.0,38,ND,0.026,0.042,312.46,231.5,12,g,7,1.95,889,6.79,4.9,5,3,1,1892.71,512.27,4,15,13,2,15.4,0.203,0.206,605.27,19,35,1,1,6,1,1,0,0,0,3,2
goose,has_a_beak,external_component,e,ce,visual-form_and_surface,9,8,443.0,38,ND,0.026,0.02,298.75,219.47,10,g,7,1.95,889,6.79,4.9,5,3,1,1892.71,512.27,4,15,13,2,15.4,0.203,0.206,605.27,19,35,1,1,6,1,1,0,0,0,3,2
goose,has_wings,external_component,e,ce,visual-form_and_surface,5,15,529.0,44,ND,0.023,0.009,230.73,186.37,9,g,7,1.95,889,6.79,4.9,5,3,1,1892.71,512.27,4,15,13,2,15.4,0.203,0.206,605.27,19,35,1,1,6,1,1,0,0,0,3,2
gopher,has_fur,external_component,e,ce,visual-form_and_surface,15,3,264.0,22,ND,0.045,0.057,40.88,15.9,7,g,1,0.0,13,2.56,2.6,6,4,2,1841.01,451.34,0,8,7,0,0.0,0.093,0.111,118.59,4,19,0,1,4,1,0,0,0,0,1,1
gopher,has_legs,external_component,e,ce,visual-form_and_surface,5,7,468.0,49,ND,0.02,0.011,81.74,40.27,10,g,1,0.0,13,2.56,2.6,6,4,2,1841.01,451.34,0,8,7,0,0.0,0.093,0.111,118.59,4,19,0,1,4,1,0,0,0,0,1,1
grape,has_skin,external_component,e,ce,visual-form_and_surface,6,15,131.0,16,ND,0.063,0.046,133.36,103.02,8,g,10,2.3,814,6.7,7.1,5,4,1,764.32,129.28,8,18,17,4,23.5,0.26,0.284,395.19,25,32,4,0,4,3,0,2,0,1,3,1
grasshopper,has_legs,external_component,e,ce,visual-form_and_surface,12,5,489.0,44,ND,0.023,0.025,19.04,19.04,8,g,4,1.39,104,4.64,4.95,11,8,3,0.0,0.0,0,13,12,2,16.7,0.188,0.208,125.51,6,13,1,3,5,1,0,0,0,0,2,1
grasshopper,has_wings,external_component,e,ce,visual-form_and_surface,7,9,529.0,44,ND,0.023,0.013,93.5,84.35,9,g,4,1.39,104,4.64,4.95,11,8,3,0.0,0.0,0,13,12,2,16.7,0.188,0.208,125.51,6,13,1,3,5,1,0,0,0,0,2,1
grater,has_a_handle,external_component,e,ce,visual-form_and_surface,5,8,508.0,42,ND,0.024,0.01,0.0,0.0,12,g,1,0.0,30,3.4,5.05,6,5,2,2348.27,465.82,4,12,11,3,27.3,0.322,0.313,58.54,1,4,5,0,4,0,0,0,0,1,1,1
hammer,has_a_handle,external_component,e,ce,visual-form_and_surface,16,5,508.0,42,ND,0.024,0.031,47.14,28.92,12,h,9,2.2,1354,7.21,6.3,6,5,2,1925.65,122.34,1,16,15,5,33.3,0.358,0.369,158.41,10,22,5,0,7,0,1,0,0,1,1,1
hamster,has_fur,external_component,e,ce,visual-form_and_surface,23,2,264.0,22,ND,0.045,0.087,73.12,13.82,7,h,1,0.0,159,5.07,6.1,7,7,2,1228.52,145.19,0,14,10,3,30.0,0.291,0.276,31.91,3,14,0,4,3,1,0,0,0,1,1,4
hamster,has_a_tail,external_component,e,ce,visual-form_and_surface,7,8,379.0,39,ND,0.026,0.018,68.64,23.57,10,h,1,0.0,159,5.07,6.1,7,7,2,1228.52,145.19,0,14,10,3,30.0,0.291,0.276,31.91,3,14,0,4,3,1,0,0,0,1,1,4
hare,has_fur,external_component,e,ce,visual-form_and_surface,19,2,264.0,22,ND,0.045,0.072,71.89,46.91,7,h,1,0.0,674,6.51,3.25,4,3,1,5437.33,314.77,20,18,15,2,13.3,0.166,0.171,150.23,11,14,1,4,7,2,0,0,0,0,1,3
hare,has_legs,external_component,e,ce,visual-form_and_surface,10,7,489.0,44,ND,0.023,0.02,57.18,45.73,8,h,1,0.0,674,6.51,3.25,4,3,1,5437.33,314.77,20,18,15,2,13.3,0.166,0.171,150.23,11,14,1,4,7,2,0,0,0,0,1,3
hare,has_a_tail,external_component,e,ce,visual-form_and_surface,9,10,379.0,39,ND,0.026,0.024,67.88,38.32,10,h,1,0.0,674,6.51,3.25,4,3,1,5437.33,314.77,20,18,15,2,13.3,0.166,0.171,150.23,11,14,1,4,7,2,0,0,0,0,1,3
hatchet,has_a_handle,external_component,e,ce,visual-form_and_surface,11,2,508.0,42,ND,0.024,0.022,18.22,0.0,12,h,4,1.39,75,4.32,2.6,7,5,2,872.04,251.3,3,8,6,1,16.7,0.118,0.061,58.54,1,10,2,0,3,0,0,0,0,1,0,2
hawk,has_wings,external_component,e,ce,visual-form_and_surface,18,3,529.0,44,ND,0.023,0.034,230.28,178.55,9,h,14,2.64,572,6.35,3.5,4,3,1,2180.79,13.52,4,13,11,2,18.2,0.267,0.258,371.26,8,22,0,4,6,0,0,0,0,0,1,2
hawk,has_a_beak,external_component,e,ce,visual-form_and_surface,17,4,443.0,38,ND,0.026,0.038,245.2,165.92,10,h,14,2.64,572,6.35,3.5,4,3,1,2180.79,13.52,4,13,11,2,18.2,0.267,0.258,371.26,8,22,0,4,6,0,0,0,0,0,1,2
hawk,has_feathers,external_component,e,ce,visual-form_and_surface,16,6,524.0,38,ND,0.026,0.031,236.1,155.14,12,h,14,2.64,572,6.35,3.5,4,3,1,2180.79,13.52,4,13,11,2,18.2,0.267,0.258,371.26,8,22,0,4,6,0,0,0,0,0,1,2
hawk,has_eyes,external_component,e,ce,visual-form_and_surface,7,10,118.0,16,ND,0.063,0.059,27.1,27.1,8,h,14,2.64,572,6.35,3.5,4,3,1,2180.79,13.52,4,13,11,2,18.2,0.267,0.258,371.26,8,22,0,4,6,0,0,0,0,0,1,2
hoe,has_a_handle,external_component,e,ce,visual-form_and_surface,21,2,508.0,42,ND,0.024,0.041,99.47,81.25,12,h,1,0.0,115,4.74,3.7,3,2,1,0.0,0.0,11,15,14,5,35.7,0.436,0.45,397.84,19,53,6,0,8,0,0,0,0,0,0,1
hornet,has_wings,external_component,e,ce,visual-form_and_surface,17,3,529.0,44,ND,0.023,0.032,113.8,104.65,9,h,1,0.0,96,4.56,5.3,6,6,2,963.7,186.23,1,12,11,4,36.4,0.298,0.315,160.4,6,29,0,2,3,2,1,0,0,0,3,1
horse,has_legs,external_component,e,ce,visual-form_and_surface,12,5,468.0,49,ND,0.02,0.026,124.66,83.19,10,h,185,5.22,12660,9.45,6.3,5,3,1,2390.84,194.63,5,19,18,4,22.2,0.271,0.271,264.16,20,22,5,2,6,0,0,0,0,0,5,1
horse,has_a_tail,external_component,e,ce,visual-form_and_surface,10,8,379.0,39,ND,0.026,0.026,90.19,60.63,10,h,185,5.22,12660,9.45,6.3,5,3,1,2390.84,194.63,5,19,18,4,22.2,0.271,0.271,264.16,20,22,5,2,6,0,0,0,0,0,5,1
house,has_doors,external_component,e,ce,visual-form_and_surface,8,6,163.0,15,ND,0.067,0.049,0.0,0.0,9,h,674,6.51,61006,11.02,8.45,5,3,1,3678.92,705.75,5,16,15,2,13.3,0.222,0.221,333.57,15,19,2,0,10,0,0,0,0,1,2,1
housefly,has_wings,external_component,e,ce,visual-form_and_surface,18,2,529.0,44,ND,0.023,0.034,104.72,95.57,9,h,1,0.0,6,1.79,6.85,8,7,2,477.41,1.03,0,15,13,2,15.4,0.198,0.216,187.63,7,13,1,3,5,1,1,0,0,0,2,2
housefly,has_eyes,external_component,e,ce,visual-form_and_surface,11,6,118.0,16,ND,0.063,0.093,34.84,34.84,8,h,1,0.0,6,1.79,6.85,8,7,2,477.41,1.03,0,15,13,2,15.4,0.198,0.216,187.63,7,13,1,3,5,1,1,0,0,0,2,2
