Concept,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax
peach,is_soft,external_surface_property,e,se,tactile,5,13,239.0,27,ND,0.037,0.021,0.0,0.0,7,p,4,1.39,776,6.65,7.05,5,3,1,2529.48,221.63,7,15,14,3,21.4,0.267,0.268,568.34,27,49,1,0,4,1,0,2,0,4,2,1
pear,is_soft,external_surface_property,e,se,tactile,8,7,239.0,27,ND,0.037,0.033,0.0,0.0,7,p,8,2.08,723,6.58,7.2,4,3,1,1922.61,703.16,15,13,12,1,8.3,0.157,0.154,220.72,12,22,1,0,2,3,0,2,0,2,2,1
pear,is_juicy,internal_surface_property,e,si,tactile,7,9,230.0,21,ND,0.048,0.03,173.1,104.55,8,p,8,2.08,723,6.58,7.2,4,3,1,1922.61,703.16,15,13,12,1,8.3,0.157,0.154,220.72,12,22,1,0,2,3,0,2,0,2,2,1
pearl,is_hard,external_surface_property,e,se,tactile,6,10,211.0,22,ND,0.045,0.028,15.98,15.98,7,p,11,2.4,1070,6.98,5.1,5,3,1,1708.18,587.54,1,15,15,7,46.7,0.456,0.459,36.37,3,11,2,0,3,2,0,0,0,2,6,0
pickle,is_crunchy,internal_surface_property,e,si,tactile,18,3,120.0,11,ND,0.091,0.15,47.41,28.8,10,p,2,0.69,284,5.65,7.35,6,4,2,1086.68,96.43,3,18,16,6,37.5,0.386,0.37,233.25,15,33,2,0,2,1,0,5,0,2,4,2
pickle,is_juicy,internal_surface_property,e,si,tactile,7,12,230.0,21,ND,0.048,0.03,108.3,108.3,8,p,2,0.69,284,5.65,7.35,6,4,2,1086.68,96.43,3,18,16,6,37.5,0.386,0.37,233.25,15,33,2,0,2,1,0,5,0,2,4,2
pillow,is_soft,external_surface_property,e,se,tactile,27,1,239.0,27,ND,0.037,0.113,126.43,126.43,7,p,6,1.79,1133,7.03,8.8,6,4,2,579.69,202.69,2,13,13,6,46.2,0.393,0.464,214.63,9,43,3,0,3,1,0,0,0,3,3,0
pin,is_sharp,external_surface_property,e,se,tactile,16,2,281.0,18,ND,0.056,0.057,23.42,23.42,8,p,22,3.09,1844,7.52,6.85,3,3,1,0.0,0.0,18,10,10,2,20.0,0.214,0.187,54.94,4,14,2,0,5,1,0,0,0,1,1,0
pineapple,is_juicy,internal_surface_property,e,si,tactile,16,3,230.0,21,ND,0.048,0.07,228.26,159.71,8,p,9,2.2,330,5.8,6.4,9,6,3,151.73,12.76,0,17,16,4,25.0,0.289,0.278,572.09,26,39,1,0,5,3,0,1,0,2,4,1
pipe_(plumbing),is_hard,external_surface_property,e,se,tactile,7,7,211.0,22,ND,0.045,0.033,0.0,0.0,7,p,27,3.3,3681,8.21,4.45,4,3,1,307.5,33.58,7,12,12,5,41.7,0.428,0.422,0.0,0,0,3,0,7,0,0,0,0,1,1,0
pistol,is_heavy,systemic_property,e,sys,tactile,5,18,253.0,27,ND,0.037,0.02,0.0,0.0,8,p,4,1.39,951,6.86,3.0,6,5,2,577.48,69.53,1,19,17,3,17.6,0.252,0.267,947.4,36,40,7,1,3,0,2,0,0,1,3,2
platypus,is_furry,external_surface_property,e,se,tactile,7,7,211.0,20,ND,0.05,0.033,30.59,0.0,8,p,1,0.0,30,3.4,1.95,8,8,3,194.45,33.59,0,8,6,1,16.7,0.134,0.098,92.22,3,30,0,1,3,0,0,0,0,1,1,2
plum,is_juicy,internal_surface_property,e,si,tactile,15,5,230.0,21,ND,0.048,0.065,253.25,184.7,8,p,1,0.0,425,6.05,6.2,4,4,1,269.63,34.08,5,15,14,2,14.3,0.162,0.173,436.26,23,35,3,0,5,2,0,2,0,1,1,1
prune,is_juicy,internal_surface_property,e,si,tactile,5,14,230.0,21,ND,0.048,0.022,264.61,196.06,8,p,1,0.0,205,5.32,5.15,5,4,1,880.9,23.86,2,18,17,7,41.2,0.413,0.384,406.15,20,44,4,0,6,2,0,1,0,1,3,1
rabbit,is_furry,external_surface_property,e,se,tactile,16,1,211.0,20,ND,0.05,0.076,34.81,16.56,8,r,16,2.77,2486,7.82,6.05,6,5,2,344.26,17.13,1,14,12,2,16.7,0.198,0.182,44.06,4,9,2,2,6,0,0,0,0,1,1,2
raccoon,is_furry,external_surface_property,e,se,tactile,13,4,211.0,20,ND,0.05,0.062,26.82,8.57,8,r,1,0.0,13,2.56,5.1,7,5,2,337.53,5.09,0,12,11,1,9.1,0.202,0.202,82.17,6,13,0,1,5,2,0,0,0,1,2,1
radish,is_crunchy,internal_surface_property,e,si,tactile,7,11,120.0,11,ND,0.091,0.058,69.87,43.3,10,r,8,2.08,213,5.36,4.95,6,5,2,355.56,53.92,1,16,14,2,14.3,0.206,0.212,328.68,15,23,1,0,5,4,0,1,0,1,2,2
razor,is_sharp,external_surface_property,e,se,tactile,29,1,281.0,18,ND,0.056,0.103,58.54,58.54,8,r,15,2.71,483,6.18,7.85,5,5,2,284.09,7.99,0,8,8,3,37.5,0.415,0.417,58.54,1,10,4,0,2,0,0,0,0,1,1,0
rhubarb,is_crunchy,internal_surface_property,e,si,tactile,5,10,120.0,11,ND,0.091,0.042,53.24,34.63,10,r,1,0.0,119,4.78,3.95,7,5,2,157.36,2.59,0,11,9,1,11.1,0.158,0.153,94.87,8,29,2,0,2,2,0,1,0,1,1,2
rifle,is_heavy,systemic_property,e,sys,tactile,6,13,253.0,27,ND,0.037,0.024,0.0,0.0,8,r,86,4.45,1068,6.97,3.7,5,4,2,777.56,16.42,0,18,16,2,12.5,0.196,0.209,813.96,31,34,4,1,6,0,2,0,0,1,2,2
robe,is_soft,external_surface_property,e,se,tactile,6,9,239.0,27,ND,0.037,0.025,35.4,35.4,7,r,10,2.3,758,6.63,7.4,4,3,1,453.06,10.67,8,16,15,6,40.0,0.408,0.401,72.86,4,11,5,0,5,1,0,0,0,3,1,1
rock,is_hard,external_surface_property,e,se,tactile,24,1,211.0,22,ND,0.045,0.114,15.98,15.98,7,r,98,4.58,9703,9.18,7.85,4,3,1,1108.06,111.53,12,12,9,2,22.2,0.262,0.234,39.68,3,14,2,0,0,1,0,0,0,5,1,3
rock,is_heavy,systemic_property,e,sys,tactile,8,3,253.0,27,ND,0.037,0.032,10.69,10.69,8,r,98,4.58,9703,9.18,7.85,4,3,1,1108.06,111.53,12,12,9,2,22.2,0.262,0.234,39.68,3,14,2,0,0,1,0,0,0,5,1,3
saddle,is_heavy,systemic_property,e,sys,tactile,6,7,253.0,27,ND,0.037,0.024,0.0,0.0,8,s,27,3.3,848,6.74,3.75,6,4,2,1153.36,126.62,2,9,9,4,44.4,0.445,0.468,9.34,1,10,2,0,3,1,0,0,0,1,2,0
scarf,is_soft,external_surface_property,e,se,tactile,5,10,239.0,27,ND,0.037,0.021,0.0,0.0,7,s,4,1.39,749,6.62,7.5,5,4,1,768.79,48.13,3,12,11,0,0.0,0.139,0.145,421.91,17,31,3,0,2,2,0,0,0,1,3,1
scissors,is_sharp,external_surface_property,e,se,tactile,23,2,281.0,18,ND,0.056,0.082,66.46,66.46,8,s,1,0.0,442,6.09,7.55,8,5,2,248.8,26.81,0,10,9,2,22.2,0.285,0.289,76.22,3,14,2,0,5,0,0,0,0,1,1,1
shell,is_hard,external_surface_property,e,se,tactile,11,2,211.0,22,ND,0.045,0.052,0.0,0.0,7,S,36,3.58,3236,8.08,6.2,5,3,1,3251.22,108.25,5,8,7,2,28.6,0.372,0.361,0.0,0,0,1,0,1,1,0,0,0,1,3,1
sledgehammer,is_heavy,systemic_property,e,sys,tactile,27,1,253.0,27,ND,0.037,0.107,27.01,27.01,8,s,1,0.0,67,4.2,3.8,12,8,3,0.0,0.0,0,11,10,2,20.0,0.135,0.136,56.97,4,14,2,0,7,0,0,0,0,1,0,1
slippers,is_soft,external_surface_property,e,se,tactile,9,6,239.0,27,ND,0.037,0.038,47.85,47.85,7,s,10,2.3,502,6.22,6.75,8,6,2,370.17,163.1,3,13,11,3,27.3,0.384,0.395,400.64,14,50,4,0,1,0,0,0,0,3,3,2
sofa,is_soft,external_surface_property,e,se,tactile,9,7,239.0,27,ND,0.037,0.038,83.08,83.08,7,s,9,2.2,1168,7.06,8.4,4,4,2,1031.53,59.08,3,18,17,8,47.1,0.405,0.373,527.36,18,50,5,0,6,0,0,0,0,2,4,1
spear,is_sharp,external_surface_property,e,se,tactile,11,5,281.0,18,ND,0.056,0.039,41.99,31.34,8,s,7,1.95,587,6.38,3.1,5,4,1,1014.3,290.95,4,15,14,1,7.1,0.149,0.143,174.4,11,14,4,0,7,0,0,0,0,1,2,1
stick,is_hard,external_surface_property,e,se,tactile,5,11,211.0,22,ND,0.045,0.024,0.0,0.0,7,s,61,4.11,5540,8.62,7.55,5,4,1,2417.52,441.31,5,11,9,4,44.4,0.487,0.48,8.76,1,10,3,0,4,0,0,0,0,1,1,2
stone,is_hard,external_surface_property,e,se,tactile,18,1,211.0,22,ND,0.045,0.085,15.98,15.98,7,s,70,4.25,11527,9.35,7.4,5,4,1,1571.6,401.31,8,11,9,0,0.0,0.079,0.081,39.68,3,8,2,0,2,1,0,0,0,4,0,2
stone,is_heavy,systemic_property,e,sys,tactile,7,9,253.0,27,ND,0.037,0.028,10.69,10.69,8,s,70,4.25,11527,9.35,7.4,5,4,1,1571.6,401.31,8,11,9,0,0.0,0.079,0.081,39.68,3,8,2,0,2,1,0,0,0,4,0,2
strawberry,is_juicy,internal_surface_property,e,si,tactile,9,7,230.0,21,ND,0.048,0.039,163.45,94.9,8,s,2,0.69,661,6.49,8.45,10,8,3,115.36,0.0,0,17,16,6,37.5,0.36,0.346,190.86,10,22,5,0,2,2,0,2,0,2,3,1
strawberry,is_soft,external_surface_property,e,se,tactile,5,12,239.0,27,ND,0.037,0.021,0.0,0.0,7,s,2,0.69,661,6.49,8.45,10,8,3,115.36,0.0,0,17,16,6,37.5,0.36,0.346,190.86,10,22,5,0,2,2,0,2,0,2,3,1
sword,is_sharp,external_surface_property,e,se,tactile,18,2,281.0,18,ND,0.056,0.064,129.71,119.06,8,s,11,2.4,1887,7.54,2.95,5,3,1,417.54,23.16,3,16,15,4,26.7,0.254,0.249,184.99,11,20,3,0,9,0,0,0,0,1,2,1
tack,is_sharp,external_surface_property,e,se,tactile,25,1,281.0,18,ND,0.056,0.089,23.42,23.42,8,t,4,1.39,580,6.36,6.4,4,3,1,2157.01,718.41,15,13,13,3,23.1,0.309,0.294,54.39,4,9,3,0,4,2,0,0,0,1,3,0
tangerine,is_juicy,internal_surface_property,e,si,tactile,15,4,230.0,21,ND,0.048,0.065,351.96,283.41,8,t,1,0.0,78,4.36,7.1,9,7,3,902.66,171.12,0,16,15,0,0.0,0.142,0.134,1419.41,58,55,1,0,6,1,0,1,0,1,5,1
tank_(army),is_heavy,systemic_property,e,sys,tactile,5,10,253.0,27,ND,0.037,0.02,8.02,8.02,8,t,30,3.4,4793,8.47,2.55,4,4,1,1502.93,108.28,12,13,13,6,46.2,0.426,0.426,33.05,2,10,3,0,5,1,0,0,0,1,3,0
tomahawk,is_sharp,external_surface_property,e,se,tactile,5,11,281.0,18,ND,0.056,0.018,30.27,19.62,8,t,1,0.0,44,3.78,2.1,8,6,3,243.41,21.32,0,14,11,4,36.4,0.375,0.373,82.46,4,19,4,0,6,0,0,0,0,1,0,3
tomato,is_juicy,internal_surface_property,e,si,tactile,9,10,230.0,21,ND,0.048,0.039,106.42,37.87,8,t,7,1.95,1490,7.31,7.75,6,6,3,366.45,13.92,0,13,11,2,18.2,0.188,0.196,176.28,11,31,3,0,2,2,0,0,0,1,3,2
truck,is_heavy,systemic_property,e,sys,tactile,5,10,253.0,27,ND,0.037,0.02,0.0,0.0,8,t,79,4.37,1867,7.53,7.65,5,4,1,756.54,128.98,4,13,11,2,18.2,0.262,0.25,273.68,14,39,2,0,6,0,0,0,0,1,2,2
tuba,is_heavy,systemic_property,e,sys,tactile,7,8,253.0,27,ND,0.037,0.028,0.0,0.0,8,t,1,0.0,65,4.17,3.3,4,4,2,106.65,8.24,3,13,12,0,0.0,0.117,0.094,231.83,12,18,3,0,4,1,3,0,0,1,0,1
turnip,is_crunchy,internal_surface_property,e,si,tactile,5,8,120.0,11,ND,0.091,0.042,43.04,24.43,10,t,1,0.0,174,5.16,4.75,6,5,2,463.78,180.78,0,9,8,0,0.0,0.09,0.114,158.54,10,36,2,0,1,1,0,1,0,1,2,1
turtle,is_hard,external_surface_property,e,se,tactile,5,16,211.0,22,ND,0.045,0.024,7.86,7.86,7,t,9,2.2,447,6.1,5.7,6,4,2,1559.43,462.24,1,18,14,3,21.4,0.221,0.223,165.52,5,9,0,4,5,1,0,0,0,1,3,4
typewriter,is_heavy,systemic_property,e,sys,tactile,7,10,253.0,27,ND,0.037,0.028,0.0,0.0,8,t,11,2.4,595,6.39,5.3,10,8,3,211.09,0.0,0,16,15,8,53.3,0.546,0.543,55.05,4,19,2,0,6,0,1,0,0,1,5,1
walnut,is_hard,external_surface_property,e,se,tactile,18,2,211.0,22,ND,0.045,0.085,7.86,7.86,7,w,16,2.77,461,6.13,5.75,6,6,2,414.12,49.52,0,11,9,1,11.1,0.166,0.165,16.21,2,7,3,0,2,1,0,0,0,2,1,2
walnut,is_crunchy,internal_surface_property,e,si,tactile,10,7,120.0,11,ND,0.091,0.083,8.35,8.35,10,w,16,2.77,461,6.13,5.75,6,6,2,414.12,49.52,0,11,9,1,11.1,0.166,0.165,16.21,2,7,3,0,2,1,0,0,0,2,1,2
wrench,is_heavy,systemic_property,e,sys,tactile,7,7,253.0,27,ND,0.037,0.028,0.0,0.0,8,r,2,0.69,213,5.36,4.7,6,4,1,433.95,46.08,2,14,13,7,53.8,0.439,0.458,8.46,1,7,8,0,3,0,0,0,0,1,1,1
