Concept,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax
dagger,made_of_metal,made_of,e,m,visual-form_and_surface,6,10,1472.0,133,ND,0.008,0.004,0.0,0.0,13,d,1,0.0,433,6.07,3.0,6,5,2,1643.9,177.13,2,14,12,3,25.0,0.253,0.256,189.63,9,25,4,0,6,0,0,0,0,1,1,2
desk,made_of_wood,made_of,e,m,visual-form_and_surface,21,1,1091.0,79,ND,0.013,0.019,17.12,8.8,12,d,69,4.23,4873,8.49,8.65,4,4,1,843.21,82.29,3,16,15,8,53.3,0.523,0.518,49.07,3,14,4,0,7,0,0,0,0,0,4,1
desk,made_of_metal,made_of,e,m,visual-form_and_surface,11,7,1472.0,133,ND,0.008,0.007,0.0,0.0,13,d,69,4.23,4873,8.49,8.65,4,4,1,843.21,82.29,3,16,15,8,53.3,0.523,0.518,49.07,3,14,4,0,7,0,0,0,0,0,4,1
dish,made_of_plastic,made_of,e,m,visual-form_and_surface,7,7,446.0,51,ND,0.02,0.016,0.0,0.0,15,d,37,3.61,3043,8.02,8.8,4,3,1,595.11,176.78,5,10,10,1,10.0,0.124,0.139,82.85,5,14,3,0,4,1,0,0,0,0,2,0
dish,made_of_glass,made_of,e,m,visual-form_and_surface,6,8,171.0,14,ND,0.071,0.035,24.08,24.08,13,d,37,3.61,3043,8.02,8.8,4,3,1,595.11,176.78,5,10,10,1,10.0,0.124,0.139,82.85,5,14,3,0,4,1,0,0,0,0,2,0
dishwasher,made_of_metal,made_of,e,m,visual-form_and_surface,7,9,1472.0,133,ND,0.008,0.005,0.0,0.0,13,d,1,0.0,254,5.54,7.3,10,8,3,218.2,0.0,0,13,12,6,50.0,0.408,0.411,18.86,1,7,2,0,5,0,1,0,0,0,4,1
door,made_of_wood,made_of,e,m,visual-form_and_surface,23,1,1091.0,79,ND,0.013,0.021,0.0,0.0,12,d,348,5.85,30174,10.31,8.95,4,3,1,2587.59,446.65,5,13,13,6,46.2,0.415,0.413,180.59,3,14,6,0,7,0,0,0,0,0,0,0
door,made_of_metal,made_of,e,m,visual-form_and_surface,18,2,1472.0,133,ND,0.008,0.012,0.0,0.0,13,d,348,5.85,30174,10.31,8.95,4,3,1,2587.59,446.65,5,13,13,6,46.2,0.415,0.413,180.59,3,14,6,0,7,0,0,0,0,0,0,0
doorknob,made_of_metal,made_of,e,m,visual-form_and_surface,10,5,1472.0,133,ND,0.008,0.007,0.0,0.0,13,d,3,1.1,40,3.69,8.85,8,5,2,81.34,5.4,0,9,9,3,33.3,0.441,0.432,8.75,1,7,3,0,4,0,0,0,0,1,1,0
drain,made_of_metal,made_of,e,m,visual-form_and_surface,6,6,1472.0,133,ND,0.008,0.004,0.0,0.0,13,d,23,3.14,1620,7.39,7.7,5,4,1,1132.34,483.42,4,9,9,6,66.7,0.617,0.64,0.0,0,0,3,0,2,0,0,0,0,0,4,0
dresser,made_of_wood,made_of,e,m,visual-form_and_surface,28,4,1091.0,79,ND,0.013,0.026,28.87,20.55,12,d,3,1.1,335,5.81,8.35,7,6,2,1175.58,205.24,2,11,10,1,10.0,0.209,0.249,266.22,9,25,2,0,6,0,0,0,0,1,1,1
drill,made_of_metal,made_of,e,m,visual-form_and_surface,6,8,1472.0,133,ND,0.008,0.004,8.8,0.0,13,d,37,3.61,1373,7.22,6.0,5,4,1,1687.64,424.98,5,11,10,6,60.0,0.621,0.633,0.0,0,0,3,0,4,0,1,0,0,0,2,1
drum,made_of_metal,made_of,e,m,visual-form_and_surface,5,13,1472.0,133,ND,0.008,0.003,0.0,0.0,13,d,26,3.26,1650,7.41,5.2,4,4,1,100.97,18.52,2,13,12,5,41.7,0.476,0.474,47.92,3,14,3,0,3,0,5,0,0,0,1,1
elevator,made_of_metal,made_of,e,m,visual-form_and_surface,7,9,1472.0,133,ND,0.008,0.005,0.0,0.0,13,E,12,2.48,279,5.63,8.1,8,8,4,245.4,68.99,0,14,14,7,50.0,0.475,0.49,0.0,0,0,3,2,6,0,0,0,0,0,3,0
escalator,made_of_metal,made_of,e,m,visual-form_and_surface,8,9,1472.0,133,ND,0.008,0.005,0.0,0.0,13,E,1,0.0,141,4.95,7.35,9,9,4,180.25,24.3,0,11,10,6,60.0,0.541,0.505,0.0,0,0,0,3,4,1,0,0,0,0,2,1
fan_(appliance),made_of_metal,made_of,e,m,visual-form_and_surface,5,9,1472.0,133,ND,0.008,0.003,0.0,0.0,13,f,39,3.66,5187,8.55,7.65,3,3,1,0.0,0.0,16,12,12,7,58.3,0.556,0.554,13.79,1,10,2,1,5,0,0,0,0,0,4,0
faucet,made_of_metal,made_of,e,m,visual-form_and_surface,14,4,1472.0,133,ND,0.008,0.01,0.0,0.0,13,f,1,0.0,11,2.4,8.1,6,5,2,744.88,8.63,0,18,17,10,58.8,0.63,0.622,126.85,7,33,4,0,7,0,0,0,0,0,6,1
fence,made_of_wood,made_of,e,m,visual-form_and_surface,12,2,1091.0,79,ND,0.013,0.011,0.0,0.0,12,f,46,3.83,2289,7.74,8.15,5,4,1,948.93,241.77,2,11,8,4,50.0,0.484,0.464,0.0,0,0,3,0,3,1,0,0,0,0,1,3
fence,made_of_metal,made_of,e,m,visual-form_and_surface,8,3,1472.0,133,ND,0.008,0.005,0.0,0.0,13,f,46,3.83,2289,7.74,8.15,5,4,1,948.93,241.77,2,11,8,4,50.0,0.484,0.464,0.0,0,0,3,0,3,1,0,0,0,0,1,3
flute,made_of_metal,made_of,e,m,visual-form_and_surface,11,5,1472.0,133,ND,0.008,0.007,9.25,9.25,13,f,1,0.0,509,6.23,4.6,5,4,1,796.67,38.11,1,13,12,0,0.0,0.086,0.081,180.25,9,14,3,0,7,1,1,0,0,0,0,1
flute,made_of_wood,made_of,e,m,visual-form_and_surface,6,9,1091.0,79,ND,0.013,0.005,0.0,0.0,12,f,1,0.0,509,6.23,4.6,5,4,1,796.67,38.11,1,13,12,0,0.0,0.086,0.081,180.25,9,14,3,0,7,1,1,0,0,0,0,1
football,made_of_leather,made_of,e,m,visual-form_and_surface,17,2,206.0,13,ND,0.077,0.083,28.42,28.42,15,f,37,3.61,6735,8.82,6.1,8,6,2,159.31,43.32,0,15,15,7,46.7,0.56,0.577,135.16,8,29,4,1,7,2,0,0,0,0,1,0
fork,made_of_metal,made_of,e,m,visual-form_and_surface,11,6,1472.0,133,ND,0.008,0.007,0.0,0.0,13,f,7,1.95,1055,6.96,8.7,4,3,1,2377.9,597.01,8,14,13,5,38.5,0.381,0.406,41.56,3,11,1,0,8,0,0,0,0,1,3,1
fork,made_of_plastic,made_of,e,m,visual-form_and_surface,7,8,446.0,51,ND,0.02,0.016,8.1,0.0,15,f,7,1.95,1055,6.96,8.7,4,3,1,2377.9,597.01,8,14,13,5,38.5,0.381,0.406,41.56,3,11,1,0,8,0,0,0,0,1,3,1
garage,made_of_wood,made_of,e,m,visual-form_and_surface,7,6,1091.0,79,ND,0.013,0.006,11.75,11.75,12,g,26,3.26,2387,7.78,7.85,6,5,2,611.33,96.15,0,9,9,4,44.4,0.442,0.451,64.08,4,40,5,0,3,0,0,0,0,0,1,0
gate,made_of_wood,made_of,e,m,visual-form_and_surface,22,1,1091.0,79,ND,0.013,0.02,0.0,0.0,12,g,52,3.95,5823,8.67,7.1,4,3,1,738.56,306.17,13,14,14,8,57.1,0.525,0.541,180.59,3,20,7,0,6,0,0,0,0,0,1,0
gate,made_of_metal,made_of,e,m,visual-form_and_surface,21,2,1472.0,133,ND,0.008,0.014,0.0,0.0,13,g,52,3.95,5823,8.67,7.1,4,3,1,738.56,306.17,13,14,14,8,57.1,0.525,0.541,180.59,3,20,7,0,6,0,0,0,0,0,1,0
gloves,made_of_leather,made_of,e,m,visual-form_and_surface,17,2,206.0,13,ND,0.077,0.083,17.31,17.31,15,g,16,2.77,1405,7.25,8.4,6,5,1,964.13,117.71,4,14,12,5,41.7,0.386,0.378,416.2,13,62,5,0,4,0,0,0,0,0,3,2
grater,made_of_metal,made_of,e,m,visual-form_and_surface,20,1,1472.0,133,ND,0.008,0.014,0.0,0.0,13,g,1,0.0,30,3.4,5.05,6,5,2,2348.27,465.82,4,12,11,3,27.3,0.322,0.313,58.54,1,4,5,0,4,0,0,0,0,1,1,1
grenade,made_of_metal,made_of,e,m,visual-form_and_surface,5,14,1472.0,133,ND,0.008,0.003,0.0,0.0,13,g,9,2.2,373,5.92,2.2,7,6,2,527.52,55.7,0,15,13,5,38.5,0.354,0.369,50.26,3,11,4,0,4,1,2,0,0,0,2,2
guitar,made_of_wood,made_of,e,m,visual-form_and_surface,15,3,1091.0,79,ND,0.013,0.014,0.0,0.0,12,g,22,3.09,3423,8.14,6.15,6,5,2,223.07,32.57,0,11,8,4,50.0,0.539,0.544,62.92,2,33,1,0,3,0,2,0,0,0,2,3
gun,made_of_metal,made_of,e,m,visual-form_and_surface,10,7,1472.0,133,ND,0.008,0.007,0.0,0.0,13,g,119,4.78,5505,8.61,3.5,3,3,1,0.0,0.0,14,16,14,1,7.1,0.143,0.139,849.93,33,42,7,1,2,1,2,0,0,0,1,2
hammer,made_of_metal,made_of,e,m,visual-form_and_surface,10,8,1472.0,133,ND,0.008,0.007,8.8,0.0,13,h,9,2.2,1354,7.21,6.3,6,5,2,1925.65,122.34,1,16,15,5,33.3,0.358,0.369,158.41,10,22,5,0,7,0,1,0,0,1,1,1
hammer,made_of_wood,made_of,e,m,visual-form_and_surface,6,12,1091.0,79,ND,0.013,0.005,0.0,0.0,12,h,9,2.2,1354,7.21,6.3,6,5,2,1925.65,122.34,1,16,15,5,33.3,0.358,0.369,158.41,10,22,5,0,7,0,1,0,0,1,1,1
harmonica,made_of_metal,made_of,e,m,visual-form_and_surface,14,3,1472.0,133,ND,0.008,0.01,0.0,0.0,13,h,1,0.0,49,3.89,3.65,9,8,4,257.16,15.69,1,6,5,1,20.0,0.265,0.288,11.51,1,17,2,0,2,0,1,0,0,0,0,1
harp,made_of_wood,made_of,e,m,visual-form_and_surface,6,5,1091.0,79,ND,0.013,0.005,0.0,0.0,12,h,1,0.0,310,5.74,3.05,4,3,1,2813.71,162.93,7,8,7,2,28.6,0.363,0.378,103.51,3,30,2,0,3,0,1,0,0,0,1,1
harpoon,made_of_metal,made_of,e,m,visual-form_and_surface,11,2,1472.0,133,ND,0.008,0.007,0.0,0.0,13,h,1,0.0,47,3.85,2.1,7,5,2,720.84,53.59,0,11,10,3,30.0,0.289,0.25,56.53,3,20,5,0,3,0,0,0,0,1,1,1
harpsichord,made_of_wood,made_of,e,m,visual-form_and_surface,6,5,1091.0,79,ND,0.013,0.005,0.0,0.0,12,h,1,0.0,155,5.04,2.4,11,10,3,0.0,0.0,0,6,5,0,0.0,0.092,0.081,48.28,2,20,0,0,3,0,2,0,0,0,0,1
hatchet,made_of_metal,made_of,e,m,visual-form_and_surface,15,1,1472.0,133,ND,0.008,0.01,8.8,0.0,13,h,4,1.39,75,4.32,2.6,7,5,2,872.04,251.3,3,8,6,1,16.7,0.118,0.061,58.54,1,10,2,0,3,0,0,0,0,1,0,2
helicopter,made_of_metal,made_of,e,m,visual-form_and_surface,5,9,1472.0,133,ND,0.008,0.003,0.0,0.0,13,h,1,0.0,1556,7.35,4.05,10,10,4,207.6,0.0,0,10,10,3,30.0,0.284,0.306,18.0,2,10,3,2,3,0,1,0,0,0,1,0
helmet,made_of_plastic,made_of,e,m,visual-form_and_surface,10,4,446.0,51,ND,0.02,0.022,0.0,0.0,15,h,3,1.1,969,6.88,6.2,6,6,2,651.85,33.75,0,12,11,5,45.5,0.489,0.509,49.41,3,20,6,0,2,1,0,0,0,1,1,1
hoe,made_of_metal,made_of,e,m,visual-form_and_surface,5,15,1472.0,133,ND,0.008,0.003,8.8,0.0,13,h,1,0.0,115,4.74,3.7,3,2,1,0.0,0.0,11,15,14,5,35.7,0.436,0.45,397.84,19,53,6,0,8,0,0,0,0,0,0,1
hook,made_of_metal,made_of,e,m,visual-form_and_surface,20,2,1472.0,133,ND,0.008,0.014,0.0,0.0,13,h,7,1.95,1912,7.56,6.65,4,3,1,2409.11,733.71,12,9,9,2,22.2,0.288,0.34,128.5,6,29,4,0,3,0,0,0,0,1,1,0
hook,made_of_plastic,made_of,e,m,visual-form_and_surface,6,9,446.0,51,ND,0.02,0.013,0.0,0.0,15,h,7,1.95,1912,7.56,6.65,4,3,1,2409.11,733.71,12,9,9,2,22.2,0.288,0.34,128.5,6,29,4,0,3,0,0,0,0,1,1,0
hose,made_of_plastic,made_of,e,m,visual-form_and_surface,6,10,446.0,51,ND,0.02,0.013,0.0,0.0,15,h,11,2.4,388,5.96,5.75,4,3,1,1480.45,151.04,11,16,15,9,60.0,0.585,0.585,8.76,1,7,4,0,6,1,0,0,0,0,4,1
house,made_of_wood,made_of,e,m,visual-form_and_surface,8,6,1091.0,79,ND,0.013,0.007,0.0,0.0,12,h,674,6.51,61006,11.02,8.45,5,3,1,3678.92,705.75,5,16,15,2,13.3,0.222,0.221,333.57,15,19,2,0,10,0,0,0,0,1,2,1
hut,made_of_wood,made_of,e,m,visual-form_and_surface,13,3,1091.0,79,ND,0.013,0.012,0.0,0.0,12,h,19,2.94,1620,7.39,3.25,3,3,1,0.0,0.0,18,6,5,2,40.0,0.354,0.372,0.0,0,0,0,0,4,0,0,0,0,0,1,1
jacket,made_of_leather,made_of,e,m,visual-form_and_surface,5,13,206.0,13,ND,0.077,0.024,14.07,14.07,15,dZ,39,3.66,3575,8.18,8.6,6,5,2,894.71,264.77,2,15,14,3,21.4,0.282,0.278,337.43,20,36,4,0,6,1,0,0,0,1,2,1
jar,made_of_glass,made_of,e,m,visual-form_and_surface,27,2,171.0,14,ND,0.071,0.158,139.23,113.55,13,dZ,19,2.94,1058,6.96,6.95,3,3,1,0.0,0.0,14,12,11,5,45.5,0.509,0.538,217.79,10,67,4,0,5,1,0,0,0,0,1,1
jar,made_of_plastic,made_of,e,m,visual-form_and_surface,5,9,446.0,51,ND,0.02,0.011,10.9,10.9,15,dZ,19,2.94,1058,6.96,6.95,3,3,1,0.0,0.0,14,12,11,5,45.5,0.509,0.538,217.79,10,67,4,0,5,1,0,0,0,0,1,1
jet,made_of_metal,made_of,e,m,visual-form_and_surface,5,14,1472.0,133,ND,0.008,0.003,0.0,0.0,13,dZ,33,3.5,1830,7.51,4.5,3,3,1,0.0,0.0,13,15,14,2,14.3,0.148,0.169,422.61,16,24,3,2,6,0,1,0,0,0,2,1
kettle,made_of_metal,made_of,e,m,visual-form_and_surface,10,7,1472.0,133,ND,0.008,0.007,0.0,0.0,13,k,3,1.1,989,6.9,7.8,6,4,2,1874.31,801.31,4,17,16,8,50.0,0.526,0.517,101.0,5,18,5,0,6,0,1,0,0,0,4,1
kettle,made_of_plastic,made_of,e,m,visual-form_and_surface,5,16,446.0,51,ND,0.02,0.011,0.0,0.0,15,k,3,1.1,989,6.9,7.8,6,4,2,1874.31,801.31,4,17,16,8,50.0,0.526,0.517,101.0,5,18,5,0,6,0,1,0,0,0,4,1
key,made_of_metal,made_of,e,m,visual-form_and_surface,20,2,1472.0,133,ND,0.008,0.014,9.25,9.25,13,k,122,4.8,14964,9.61,8.75,3,2,1,0.0,0.0,5,12,12,8,66.7,0.565,0.596,18.24,2,33,5,0,3,2,0,0,0,0,2,0
kite,made_of_plastic,made_of,e,m,visual-form_and_surface,7,8,446.0,51,ND,0.02,0.016,0.0,0.0,15,k,1,0.0,958,6.86,5.2,4,3,1,2971.81,41.9,6,14,13,5,38.5,0.37,0.385,28.64,2,7,3,1,4,2,0,0,0,0,3,1
kite,made_of_wood,made_of,e,m,visual-form_and_surface,5,11,1091.0,79,ND,0.013,0.005,0.0,0.0,12,k,1,0.0,958,6.86,5.2,4,3,1,2971.81,41.9,6,14,13,5,38.5,0.37,0.385,28.64,2,7,3,1,4,2,0,0,0,0,3,1
knife,made_of_metal,made_of,e,m,visual-form_and_surface,7,11,1472.0,133,ND,0.008,0.005,0.0,0.0,13,n,83,4.42,3364,8.12,8.0,5,3,1,262.77,38.27,0,17,14,3,21.4,0.289,0.294,200.34,11,20,3,0,6,0,0,0,0,2,3,3
ladle,made_of_metal,made_of,e,m,visual-form_and_surface,15,2,1472.0,133,ND,0.008,0.01,0.0,0.0,13,l,1,0.0,84,4.43,4.95,5,4,2,789.7,29.33,0,11,9,3,33.3,0.211,0.217,23.47,1,7,4,0,4,0,0,0,0,0,1,2
ladle,made_of_plastic,made_of,e,m,visual-form_and_surface,10,6,446.0,51,ND,0.02,0.022,8.1,0.0,15,l,1,0.0,84,4.43,4.95,5,4,2,789.7,29.33,0,11,9,3,33.3,0.211,0.217,23.47,1,7,4,0,4,0,0,0,0,0,1,2
ladle,made_of_wood,made_of,e,m,visual-form_and_surface,8,8,1091.0,79,ND,0.013,0.007,0.0,0.0,12,l,1,0.0,84,4.43,4.95,5,4,2,789.7,29.33,0,11,9,3,33.3,0.211,0.217,23.47,1,7,4,0,4,0,0,0,0,0,1,2
lantern,made_of_glass,made_of,e,m,visual-form_and_surface,11,2,171.0,14,ND,0.071,0.064,0.0,0.0,13,l,15,2.71,367,5.91,5.3,7,6,2,988.5,239.29,0,12,12,5,41.7,0.456,0.441,0.0,0,0,4,0,4,0,0,0,0,0,4,0
lantern,made_of_metal,made_of,e,m,visual-form_and_surface,6,5,1472.0,133,ND,0.008,0.004,0.0,0.0,13,l,15,2.71,367,5.91,5.3,7,6,2,988.5,239.29,0,12,12,5,41.7,0.456,0.441,0.0,0,0,4,0,4,0,0,0,0,0,4,0
level,made_of_wood,made_of,e,m,visual-form_and_surface,5,7,1091.0,79,ND,0.013,0.005,0.0,0.0,12,l,282,5.64,38894,10.57,4.95,5,4,2,1438.03,561.84,3,9,8,4,50.0,0.498,0.489,0.0,0,0,5,0,3,0,0,0,0,0,0,1
machete,made_of_metal,made_of,e,m,visual-form_and_surface,9,3,1472.0,133,ND,0.008,0.006,0.0,0.0,13,m,1,0.0,63,4.14,2.0,7,6,3,450.76,43.02,0,8,6,0,0.0,0.04,0.029,76.22,3,20,1,0,3,0,0,0,0,1,1,2
marble,made_of_glass,made_of,e,m,visual-form_and_surface,16,2,171.0,14,ND,0.071,0.094,7.15,7.15,13,m,24,3.18,1575,7.36,6.2,6,6,2,1482.52,164.68,0,14,14,3,21.4,0.27,0.298,137.71,9,16,4,1,4,2,0,0,0,2,1,0
medal,made_of_metal,made_of,e,m,visual-form_and_surface,6,10,1472.0,133,ND,0.008,0.004,0.0,0.0,13,m,11,2.4,1643,7.4,5.9,5,4,2,564.4,27.71,2,14,11,6,54.5,0.591,0.589,101.71,3,30,1,0,6,0,0,0,0,0,4,3
menu,made_of_plastic,made_of,e,m,visual-form_and_surface,7,5,446.0,51,ND,0.02,0.016,0.0,0.0,15,m,7,1.95,2046,7.62,8.05,4,5,2,773.97,9.58,1,8,8,6,75.0,0.702,0.685,0.0,0,0,2,0,5,0,0,0,0,0,1,0
microscope,made_of_metal,made_of,e,m,visual-form_and_surface,7,5,1472.0,133,ND,0.008,0.005,0.0,0.0,13,m,9,2.2,680,6.52,5.7,10,9,3,70.73,0.0,1,13,12,9,75.0,0.782,0.772,0.0,0,0,4,0,5,0,0,0,0,0,3,1
mirror,made_of_glass,made_of,e,m,visual-form_and_surface,15,2,171.0,14,ND,0.071,0.088,24.08,24.08,13,m,31,3.43,4539,8.42,8.4,6,5,2,370.08,96.04,0,11,11,3,27.3,0.348,0.331,24.08,1,4,1,0,3,0,0,0,0,0,7,0
missile,made_of_metal,made_of,e,m,visual-form_and_surface,7,7,1472.0,133,ND,0.008,0.005,0.0,0.0,13,m,80,4.38,1902,7.55,2.6,7,5,2,743.36,148.26,1,17,15,4,26.7,0.352,0.329,182.65,10,18,5,2,3,0,1,0,0,0,4,2
mouse_(computer),made_of_plastic,made_of,e,m,visual-form_and_surface,7,8,446.0,51,ND,0.02,0.016,0.0,0.0,15,m,20,3.0,1897,7.55,8.6,5,3,1,3648.97,509.47,6,12,12,7,58.3,0.625,0.64,25.68,2,20,3,0,7,0,1,0,0,0,1,0
muzzle,made_of_leather,made_of,e,m,visual-form_and_surface,11,4,206.0,13,ND,0.077,0.053,0.0,0.0,15,m,11,2.4,241,5.48,3.25,6,4,2,889.19,12.24,2,8,8,6,75.0,0.739,0.758,0.0,0,0,4,0,2,0,0,0,0,0,2,0
nightgown,made_of_cotton,made_of,e,m,visual-form_and_surface,6,8,88.0,12,ND,0.083,0.068,69.54,43.51,14,n,1,0.0,88,4.48,6.2,9,6,2,49.63,25.01,0,11,10,1,10.0,0.126,0.137,135.02,8,22,1,0,4,1,0,0,0,3,1,1
oak,made_of_wood,made_of,e,m,visual-form_and_surface,16,2,1091.0,79,ND,0.013,0.015,0.0,0.0,12,@U,2,0.69,1950,7.58,6.1,3,2,1,0.0,0.0,4,11,10,1,10.0,0.189,0.202,125.63,5,14,2,0,4,1,0,0,0,1,2,1
oven,made_of_metal,made_of,e,m,visual-form_and_surface,7,9,1472.0,133,ND,0.008,0.005,0.0,0.0,13,V,8,2.08,1565,7.36,7.5,4,3,2,4586.99,1354.92,5,14,13,4,30.8,0.371,0.383,331.92,12,33,4,0,4,0,0,0,0,1,4,1
paintbrush,made_of_wood,made_of,e,m,visual-form_and_surface,7,5,1091.0,79,ND,0.013,0.006,0.0,0.0,12,p,1,0.0,73,4.29,6.85,10,8,2,81.15,0.0,0,6,6,1,16.7,0.156,0.207,9.48,1,10,1,0,5,0,0,0,0,0,0,0
pajamas,made_of_cotton,made_of,e,m,visual-form_and_surface,8,7,88.0,12,ND,0.083,0.091,49.73,23.7,14,p,4,1.39,3,1.1,8.5,7,7,3,209.89,5.41,1,11,10,5,50.0,0.443,0.399,59.1,3,30,1,0,5,0,0,0,0,3,1,1
pan,made_of_metal,made_of,e,m,visual-form_and_surface,16,3,1472.0,133,ND,0.008,0.011,0.0,0.0,13,p,19,2.94,2211,7.7,6.7,3,3,1,0.0,0.0,19,12,12,5,41.7,0.422,0.406,46.61,3,14,3,0,6,0,0,0,0,0,3,0
peg,made_of_wood,made_of,e,m,visual-form_and_surface,18,1,1091.0,79,ND,0.013,0.016,0.0,0.0,12,p,6,1.79,990,6.9,5.3,3,3,1,0.0,0.0,13,7,7,0,0.0,0.069,0.053,0.0,0,0,1,0,6,0,0,0,0,0,0,0
peg,made_of_metal,made_of,e,m,visual-form_and_surface,12,2,1472.0,133,ND,0.008,0.008,0.0,0.0,13,p,6,1.79,990,6.9,5.3,3,3,1,0.0,0.0,13,7,7,0,0.0,0.069,0.053,0.0,0,0,1,0,6,0,0,0,0,0,0,0
peg,made_of_plastic,made_of,e,m,visual-form_and_surface,9,4,446.0,51,ND,0.02,0.02,0.0,0.0,15,p,6,1.79,990,6.9,5.3,3,3,1,0.0,0.0,13,7,7,0,0.0,0.069,0.053,0.0,0,0,1,0,6,0,0,0,0,0,0,0
pen,made_of_plastic,made_of,e,m,visual-form_and_surface,13,4,446.0,51,ND,0.02,0.029,0.0,0.0,15,p,20,3.0,2691,7.9,8.95,3,3,1,0.0,0.0,20,15,15,4,26.7,0.295,0.278,17.29,2,4,2,0,9,3,0,0,0,0,1,0
pen,made_of_metal,made_of,e,m,visual-form_and_surface,6,10,1472.0,133,ND,0.008,0.004,0.0,0.0,13,p,20,3.0,2691,7.9,8.95,3,3,1,0.0,0.0,20,15,15,4,26.7,0.295,0.278,17.29,2,4,2,0,9,3,0,0,0,0,1,0
pencil,made_of_wood,made_of,e,m,visual-form_and_surface,22,3,1091.0,79,ND,0.013,0.02,0.0,0.0,12,p,38,3.64,1451,7.28,8.6,6,5,2,614.46,19.14,0,16,15,9,60.0,0.614,0.637,29.11,3,20,4,0,7,1,0,0,0,0,3,1
piano,made_of_wood,made_of,e,m,visual-form_and_surface,12,6,1091.0,79,ND,0.013,0.011,0.0,0.0,12,p,39,3.66,2112,7.66,5.95,5,5,3,401.59,38.02,0,13,11,2,18.2,0.271,0.276,162.31,8,22,1,0,6,2,1,0,0,0,1,2
pier,made_of_wood,made_of,e,m,visual-form_and_surface,15,2,1091.0,79,ND,0.013,0.014,0.0,0.0,12,p,9,2.2,1129,7.03,5.25,4,3,1,917.02,9.8,5,11,11,8,72.7,0.702,0.696,0.0,0,0,4,0,3,0,0,0,0,0,4,0
pin,made_of_metal,made_of,e,m,visual-form_and_surface,20,1,1472.0,133,ND,0.008,0.014,9.25,9.25,13,p,22,3.09,1844,7.52,6.85,3,3,1,0.0,0.0,18,10,10,2,20.0,0.214,0.187,54.94,4,14,2,0,5,1,0,0,0,1,1,0
pipe_(plumbing),made_of_metal,made_of,e,m,visual-form_and_surface,18,1,1472.0,133,ND,0.008,0.012,0.0,0.0,13,p,27,3.3,3681,8.21,4.45,4,3,1,307.5,33.58,7,12,12,5,41.7,0.428,0.422,0.0,0,0,3,0,7,0,0,0,0,1,1,0
pipe_(plumbing),made_of_plastic,made_of,e,m,visual-form_and_surface,6,9,446.0,51,ND,0.02,0.013,0.0,0.0,15,p,27,3.3,3681,8.21,4.45,4,3,1,307.5,33.58,7,12,12,5,41.7,0.428,0.422,0.0,0,0,3,0,7,0,0,0,0,1,1,0
pipe_(smoking),made_of_wood,made_of,e,m,visual-form_and_surface,6,4,1091.0,79,ND,0.013,0.005,0.0,0.0,12,p,27,3.3,3681,8.21,3.35,4,3,1,307.5,33.58,7,7,7,4,57.1,0.63,0.612,36.13,1,33,4,0,1,0,0,0,1,0,1,0
pistol,made_of_metal,made_of,e,m,visual-form_and_surface,9,10,1472.0,133,ND,0.008,0.006,0.0,0.0,13,p,4,1.39,951,6.86,3.0,6,5,2,577.48,69.53,1,19,17,3,17.6,0.252,0.267,947.4,36,40,7,1,3,0,2,0,0,1,3,2
plate,made_of_glass,made_of,e,m,visual-form_and_surface,8,7,171.0,14,ND,0.071,0.047,24.08,24.08,13,p,45,3.81,6443,8.77,8.9,5,4,1,1356.64,430.95,4,20,19,3,15.8,0.212,0.189,337.66,18,15,4,0,10,1,0,0,0,0,4,1
plate,made_of_plastic,made_of,e,m,visual-form_and_surface,5,14,446.0,51,ND,0.02,0.011,7.33,7.33,15,p,45,3.81,6443,8.77,8.9,5,4,1,1356.64,430.95,4,20,19,3,15.8,0.212,0.189,337.66,18,15,4,0,10,1,0,0,0,0,4,1
pliers,made_of_metal,made_of,e,m,visual-form_and_surface,16,2,1472.0,133,ND,0.008,0.011,8.8,0.0,13,p,1,0.0,72,4.28,4.9,6,5,2,703.96,215.47,1,12,11,2,18.2,0.308,0.307,66.94,4,11,4,0,5,0,0,0,0,0,2,1
plug_(electric),made_of_plastic,made_of,e,m,visual-form_and_surface,8,4,446.0,51,ND,0.02,0.018,0.0,0.0,15,p,25,3.22,1214,7.1,7.75,4,4,1,272.59,33.74,3,13,13,8,61.5,0.611,0.603,0.0,0,0,3,0,6,0,0,0,0,0,4,0
