feature type,Concept,Feature,pf,attribute type
visual perceptual,pony,legs,19,component
visual perceptual,pony,hooves,15,component
visual perceptual,pony,fur,12,component
visual perceptual,pony,eyes,5,component
visual perceptual,poppy,stem,15,component
visual perceptual,poppy,leaves,15,component
visual perceptual,poppy,petals,14,component
functional,poppy,seeds,14,component
visual perceptual,poppy,roots,5,component
visual perceptual,porcupine,legs,8,component
visual perceptual,porsche,wheels,16,component
visual perceptual,porsche,engine,10,component
visual perceptual,porsche,seat,7,component
visual perceptual,potato,skin,13,component
visual perceptual,potato,eyes,9,component
visual perceptual,pram,wheels,30,component
visual perceptual,pram,handle,9,component
visual perceptual,prawn,shell,14,component
visual perceptual,prawn,eyes,11,component
visual perceptual,prawn,tail,8,component
visual perceptual,prawn,legs,5,component
visual perceptual,prune,stone,12,component
visual perceptual,prune,skin,5,component
visual perceptual,pumpkin,seeds,21,component
visual perceptual,pumpkin,stem,14,component
visual perceptual,pumpkin,flesh,13,component
visual perceptual,pumpkin,skin,9,component
visual perceptual,pyjamas,buttons,6,component
visual perceptual,pyramid,point,20,component
visual perceptual,rabbit,ears,25,component
visual perceptual,rabbit,fur,24,component
visual perceptual,rabbit,tail,20,component
visual perceptual,rabbit,teeth,8,component
visual perceptual,rabbit,legs,7,component
visual perceptual,rabbit,whiskers,5,component
visual perceptual,raccoon,tail,19,component
visual perceptual,raccoon,fur,19,component
visual perceptual,raccoon,claws,6,component
visual perceptual,raccoon,legs,6,component
visual perceptual,raccoon,eyes,5,component
visual perceptual,radish,leaves,7,component
encyclopaedic,raisin,sugar,5,component
visual perceptual,rake,handle,21,component
visual perceptual,raspberry,seeds,14,component
visual perceptual,rat,tail,25,component
visual perceptual,rat,fur,11,component
visual perceptual,rat,teeth,9,component
visual perceptual,rat,whiskers,6,component
visual perceptual,rat,ears,5,component
visual perceptual,rattle,handle,13,component
visual perceptual,rattle,head,5,component
visual perceptual,rattlesnake,tail,14,component
visual perceptual,rattlesnake,scales,11,component
visual perceptual,rattlesnake,body,5,component
visual perceptual,raven,beak,24,component
visual perceptual,raven,wings,21,component
visual perceptual,raven,feathers,19,component
visual perceptual,raven,eyes,10,component
visual perceptual,raven,legs,6,component
visual perceptual,raven,tail,5,component
visual perceptual,raven,claws,5,component
visual perceptual,raven,feet,5,component
visual perceptual,razor,blade,20,component
visual perceptual,razor,handle,14,component
visual perceptual,recorder,holes,24,component
visual perceptual,revolver,handle,7,component
visual perceptual,rhino,skin,16,component
visual perceptual,rhino,legs,7,component
visual perceptual,rhubarb,leaves,12,component
visual perceptual,rhubarb,stem,10,component
visual perceptual,rifle,handle,8,component
visual perceptual,robin,beak,15,component
visual perceptual,robin,wings,15,component
visual perceptual,robin,feathers,12,component
visual perceptual,robin,legs,5,component
visual perceptual,rocket,engine,10,component
visual perceptual,rocket,point,5,component
visual perceptual,rollerskate,wheels,28,component
visual perceptual,rose,petals,21,component
visual perceptual,rose,stem,17,component
visual perceptual,rose,leaves,13,component
visual perceptual,rose,roots,6,component
visual perceptual,salmon,scales,16,component
visual perceptual,salmon,fins,13,component
visual perceptual,salmon,gills,12,component
visual perceptual,salmon,tail,10,component
visual perceptual,salmon,flesh,9,component
visual perceptual,sandals,straps,11,component
visual perceptual,sardine,fins,10,component
visual perceptual,sardine,scales,7,component
visual perceptual,satchel,straps,20,component
visual perceptual,satchel,handle,9,component
visual perceptual,satsuma,skin,25,component
visual perceptual,satsuma,seeds,15,component
visual perceptual,satsuma,flesh,5,component
visual perceptual,saw,handle,22,component
visual perceptual,saw,teeth,16,component
visual perceptual,saw,blade,8,component
visual perceptual,scallop,shell,22,component
visual perceptual,scalpel,handle,19,component
visual perceptual,scalpel,blade,17,component
visual perceptual,scissors,blade,18,component
visual perceptual,scissors,handle,16,component
visual perceptual,scorpion,tail,19,component
visual perceptual,scorpion,legs,16,component
visual perceptual,scorpion,claws,8,component
visual perceptual,scorpion,shell,6,component
visual perceptual,screw,head,18,component
visual perceptual,screw,point,10,component
visual perceptual,screwdriver,handle,22,component
visual perceptual,screwdriver,head,5,component
visual perceptual,scythe,handle,22,component
visual perceptual,scythe,blade,12,component
visual perceptual,seagull,beak,21,component
visual perceptual,seagull,wings,17,component
visual perceptual,seagull,feathers,15,component
visual perceptual,seagull,legs,6,component
visual perceptual,seahorse,tail,11,component
visual perceptual,shark,teeth,22,component
visual perceptual,shark,fins,21,component
visual perceptual,shark,gills,10,component
visual perceptual,shark,tail,8,component
visual perceptual,sheep,legs,10,component
visual perceptual,sheep,tail,5,component
visual perceptual,shield,handle,9,component
visual perceptual,ship,engine,10,component
visual perceptual,shirt,buttons,25,component
visual perceptual,shotgun,handle,6,component
visual perceptual,shovel,handle,23,component
visual perceptual,shovel,blade,6,component
visual perceptual,shrimp,shell,12,component
visual perceptual,shrimp,legs,11,component
visual perceptual,shrimp,antenna,9,component
visual perceptual,shrimp,tail,5,component
visual perceptual,skateboard,wheels,27,component
visual perceptual,skis,straps,6,component
visual perceptual,skunk,tail,18,component
visual perceptual,skunk,fur,13,component
visual perceptual,skunk,legs,8,component
visual perceptual,sledge,seat,6,component
visual perceptual,slug,antenna,8,component
visual perceptual,slug,eyes,5,component
visual perceptual,snail,shell,30,component
visual perceptual,snail,eyes,8,component
visual perceptual,snail,antenna,7,component
visual perceptual,spade,handle,24,component
visual perceptual,spade,blade,7,component
visual perceptual,spanner,handle,10,component
visual perceptual,sparrow,wings,24,component
visual perceptual,sparrow,beak,20,component
visual perceptual,sparrow,feathers,18,component
visual perceptual,sparrow,tail,7,component
visual perceptual,sparrow,legs,7,component
visual perceptual,sparrow,eyes,5,component
visual perceptual,spatula,handle,17,component
visual perceptual,spear,point,21,component
visual perceptual,spear,handle,5,component
visual perceptual,spear,head,5,component
visual perceptual,speedboat,engine,22,component
visual perceptual,speedboat,seat,6,component
visual perceptual,spider,legs,30,component
visual perceptual,spider,fur,16,component
visual perceptual,spider,eyes,6,component
visual perceptual,spider,body,5,component
visual perceptual,spinach,leaves,20,component
visual perceptual,spoon,handle,24,component
visual perceptual,squid,legs,8,component
visual perceptual,squid,eyes,7,component
visual perceptual,squirrel,tail,20,component
visual perceptual,squirrel,fur,13,component
visual perceptual,starling,wings,24,component
visual perceptual,starling,beak,20,component
visual perceptual,starling,feathers,16,component
visual perceptual,stool,legs,19,component
visual perceptual,stool,seat,6,component
visual perceptual,strainer,holes,21,component
visual perceptual,strainer,handle,14,component
visual perceptual,strawberry,seeds,21,component
visual perceptual,strawberry,leaves,9,component
visual perceptual,strawberry,stem,7,component
visual perceptual,suit,buttons,10,component
visual perceptual,suit,zip,6,component
encyclopaedic,sultana,sugar,6,component
visual perceptual,sunflower,petals,21,component
visual perceptual,sunflower,stem,16,component
visual perceptual,sunflower,seeds,14,component
visual perceptual,sunflower,leaves,11,component
visual perceptual,sunflower,roots,9,component
visual perceptual,swan,beak,18,component
visual perceptual,swan,feathers,17,component
visual perceptual,swan,neck,16,component
visual perceptual,swan,feet,14,component
visual perceptual,swan,wings,7,component
visual perceptual,sweater,neck,6,component
visual perceptual,swimsuit,straps,7,component
visual perceptual,swing,seat,24,component
visual perceptual,sword,blade,17,component
visual perceptual,sword,handle,16,component
visual perceptual,sword,point,8,component
visual perceptual,sycamore,leaves,25,component
visual perceptual,sycamore,seeds,12,component
visual perceptual,sycamore,roots,10,component
visual perceptual,syringe,body,7,component
visual perceptual,syringe,point,7,component
visual perceptual,table,legs,24,component
visual perceptual,tambourine,skin,7,component
visual perceptual,tangerine,skin,22,component
visual perceptual,tangerine,seeds,15,component
visual perceptual,tarantula,legs,27,component
visual perceptual,tarantula,fur,19,component
visual perceptual,tarantula,eyes,13,component
visual perceptual,tarantula,body,9,component
visual perceptual,taxi,wheels,10,component
visual perceptual,tea,leaves,26,component
encyclopaedic,tea,sugar,8,component
visual perceptual,telephone,buttons,8,component
visual perceptual,television,buttons,11,component
visual perceptual,tent,door,9,component
visual perceptual,tent,zip,9,component
visual perceptual,termite,legs,16,component
visual perceptual,termite,antenna,5,component
visual perceptual,textbook,words,8,component
visual perceptual,throne,legs,7,component
visual perceptual,throne,seat,6,component
visual perceptual,thumb,skin,15,component
visual perceptual,tiger,teeth,13,component
visual perceptual,tiger,fur,9,component
visual perceptual,tiger,claws,8,component
visual perceptual,tiger,tail,7,component
visual perceptual,tiger,legs,6,component
visual perceptual,tights,legs,13,component
visual perceptual,tights,feet,5,component
visual perceptual,toad,legs,16,component
visual perceptual,toad,feet,6,component
visual perceptual,toad,skin,6,component
visual perceptual,tobacco,leaves,11,component
visual perceptual,toe,skin,13,component
visual perceptual,toe,flesh,11,component
visual perceptual,toilet,seat,16,component
visual perceptual,toilet,lid,10,component
visual perceptual,toilet,handle,7,component
visual perceptual,tomato,seeds,22,component
visual perceptual,tomato,skin,10,component
visual perceptual,tomato,stem,7,component
visual perceptual,tomato,flesh,7,component
visual perceptual,tongs,handle,10,component
visual perceptual,tortoise,shell,28,component
visual perceptual,tortoise,legs,15,component
visual perceptual,tortoise,scales,8,component
visual perceptual,tortoise,head,7,component
visual perceptual,tortoise,tail,6,component
visual perceptual,tortoise,eyes,6,component
visual perceptual,tortoise,skin,6,component
visual perceptual,tractor,wheels,24,component
visual perceptual,tractor,engine,6,component
visual perceptual,train,wheels,10,component
visual perceptual,train,engine,9,component
visual perceptual,train,seat,7,component
visual perceptual,tray,handle,14,component
visual perceptual,tricycle,wheels,28,component
visual perceptual,tricycle,seat,7,component
visual perceptual,tripod,legs,25,component
visual perceptual,trolley,wheels,29,component
visual perceptual,trolley,handle,13,component
visual perceptual,trolley,seat,6,component
visual perceptual,trousers,legs,16,component
visual perceptual,trousers,zip,14,component
visual perceptual,trousers,buttons,12,component
visual perceptual,trout,scales,22,component
visual perceptual,trout,fins,20,component
visual perceptual,trout,tail,18,component
visual perceptual,trout,gills,15,component
visual perceptual,trout,eyes,5,component
visual perceptual,trowel,handle,22,component
visual perceptual,trowel,point,7,component
visual perceptual,trowel,blade,5,component
visual perceptual,truck,wheels,23,component
visual perceptual,truck,engine,7,component
visual perceptual,trumpet,buttons,8,component
visual perceptual,tugboat,engine,16,component
visual perceptual,tulip,stem,24,component
visual perceptual,tulip,petals,21,component
visual perceptual,tulip,leaves,18,component
visual perceptual,tulip,roots,10,component
visual perceptual,tuna,fins,19,component
visual perceptual,tuna,scales,17,component
visual perceptual,tuna,tail,16,component
visual perceptual,tuna,gills,16,component
visual perceptual,turkey,feathers,20,component
visual perceptual,turkey,wings,19,component
visual perceptual,turkey,beak,12,component
visual perceptual,turkey,legs,8,component
visual perceptual,turkey,feet,6,component
visual perceptual,turnip,roots,9,component
visual perceptual,turnip,leaves,8,component
visual perceptual,turtle,shell,28,component
visual perceptual,turtle,legs,8,component
visual perceptual,turtle,tail,6,component
visual perceptual,turtle,skin,5,component
visual perceptual,tweezers,point,7,component
visual perceptual,umbrella,handle,20,component
visual perceptual,unicycle,wheels,30,component
visual perceptual,unicycle,seat,14,component
visual perceptual,van,wheels,21,component
visual perceptual,van,door,8,component
visual perceptual,van,engine,7,component
visual perceptual,violin,body,5,component
visual perceptual,violin,neck,5,component
visual perceptual,wallet,zip,6,component
visual perceptual,walrus,tail,8,component
visual perceptual,walrus,whiskers,8,component
visual perceptual,walrus,teeth,5,component
visual perceptual,wasp,wings,18,component
visual perceptual,wasp,legs,7,component
visual perceptual,wasp,antenna,5,component
visual perceptual,watch,straps,17,component
visual perceptual,watermelon,seeds,25,component
visual perceptual,watermelon,skin,16,component
visual perceptual,watermelon,flesh,11,component
visual perceptual,wetsuit,zip,15,component
visual perceptual,wetsuit,legs,6,component
visual perceptual,whale,fins,16,component
visual perceptual,whale,tail,15,component
visual perceptual,whale,eyes,6,component
visual perceptual,wheelbarrow,wheels,27,component
visual perceptual,wheelbarrow,handle,20,component
visual perceptual,wheelchair,wheels,26,component
visual perceptual,wheelchair,seat,16,component
visual perceptual,wheelchair,handle,10,component
visual perceptual,whip,handle,14,component
visual perceptual,whisk,handle,17,component
visual perceptual,whistle,holes,5,component
visual perceptual,willow,leaves,21,component
visual perceptual,willow,roots,11,component
visual perceptual,wolf,fur,21,component
visual perceptual,wolf,teeth,17,component
visual perceptual,wolf,tail,9,component
visual perceptual,wolf,legs,7,component
visual perceptual,woodpecker,beak,22,component
visual perceptual,woodpecker,feathers,15,component
visual perceptual,woodpecker,wings,15,component
visual perceptual,wren,beak,22,component
visual perceptual,wren,wings,22,component
visual perceptual,wren,feathers,20,component
visual perceptual,wren,legs,9,component
visual perceptual,zebra,legs,17,component
visual perceptual,zebra,hooves,13,component
visual perceptual,zebra,tail,9,component
