Concept,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax
wheelbarrow,has_wheels,external_component,e,ce,visual-form_and_surface,29,1,416.0,23,ND,0.043,0.07,60.98,60.98,10,w,1,0.0,251,5.53,5.4,11,6,3,0.0,0.0,0,14,14,3,21.4,0.257,0.242,124.22,7,13,5,0,8,0,0,0,0,0,1,0
whip,has_a_handle,external_component,e,ce,visual-form_and_surface,5,10,508.0,42,ND,0.024,0.01,0.0,0.0,12,w,20,3.0,1143,7.04,3.75,4,3,1,3573.84,41.76,5,14,13,7,53.8,0.449,0.406,8.76,1,7,3,0,4,1,1,0,0,0,4,1
willow,has_leaves,external_component,e,ce,visual-form_and_surface,11,2,157.0,15,ND,0.067,0.07,76.28,54.82,10,w,10,2.3,524,6.26,3.5,6,4,2,675.89,200.55,3,10,8,1,12.5,0.214,0.204,128.24,4,19,0,0,6,2,0,0,0,0,0,2
wrench,has_a_handle,external_component,e,ce,visual-form_and_surface,6,9,508.0,42,ND,0.024,0.012,18.22,0.0,12,r,2,0.69,213,5.36,4.7,6,4,1,433.95,46.08,2,14,13,7,53.8,0.439,0.458,8.46,1,7,8,0,3,0,0,0,0,1,1,1
avocado,has_seeds,internal_component,e,ci,visual-form_and_surface,7,5,251.0,21,ND,0.048,0.028,28.74,0.0,9,&,16,2.77,130,4.87,3.7,7,7,4,148.24,7.69,0,10,8,3,37.5,0.331,0.332,31.59,2,20,2,0,2,1,0,1,0,1,1,2
dandelion,has_seeds,internal_component,e,ci,visual-form_and_surface,7,7,251.0,21,ND,0.048,0.028,0.0,0.0,9,d,1,0.0,189,5.24,6.4,9,9,4,693.53,309.94,0,13,10,5,50.0,0.521,0.519,7.75,1,10,0,0,2,2,0,0,0,1,5,3
eggplant,has_seeds,internal_component,e,ci,visual-form_and_surface,6,6,251.0,21,ND,0.048,0.024,0.0,0.0,9,eI,1,0.0,6,1.79,3.75,8,7,2,276.03,67.21,0,9,8,1,12.5,0.151,0.149,91.78,5,24,2,0,1,3,0,0,0,0,2,1
grapefruit,has_seeds,internal_component,e,ci,visual-form_and_surface,9,9,251.0,21,ND,0.048,0.036,112.43,83.69,9,g,3,1.1,135,4.91,6.2,10,8,2,47.19,0.0,0,22,21,3,14.3,0.232,0.235,1391.84,53,35,4,0,7,2,0,1,0,1,6,1
honeydew,has_seeds,internal_component,e,ci,visual-form_and_surface,9,7,251.0,21,ND,0.048,0.036,73.4,44.66,9,h,1,0.0,27,3.3,4.25,8,7,3,353.46,10.87,0,14,12,2,16.7,0.213,0.21,238.91,13,29,1,0,3,2,0,2,0,1,3,2
lime,has_seeds,internal_component,e,ci,visual-form_and_surface,5,12,251.0,21,ND,0.048,0.02,74.22,45.48,9,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.35,222.23,10,36,3,0,2,1,0,2,0,1,3,1
orange,has_seeds,internal_component,e,ci,visual-form_and_surface,12,6,251.0,21,ND,0.048,0.048,124.43,95.69,9,O,29,3.37,3081,8.03,8.2,6,5,2,677.64,208.91,1,16,14,1,7.1,0.181,0.212,1296.22,51,65,1,0,6,1,0,1,0,1,4,2
pickle,has_seeds,internal_component,e,ci,visual-form_and_surface,13,5,251.0,21,ND,0.048,0.052,55.29,55.29,9,p,2,0.69,284,5.65,7.35,6,4,2,1086.68,96.43,3,18,16,6,37.5,0.386,0.37,233.25,15,33,2,0,2,1,0,5,0,2,4,2
pumpkin,has_seeds,internal_component,e,ci,visual-form_and_surface,22,4,251.0,21,ND,0.048,0.088,98.14,69.4,9,p,2,0.69,176,5.17,6.95,7,7,2,273.24,11.03,0,12,10,4,40.0,0.409,0.432,80.17,5,33,3,0,3,1,0,0,0,0,3,2
raspberry,has_seeds,internal_component,e,ci,visual-form_and_surface,10,6,251.0,21,ND,0.048,0.04,63.65,34.91,9,r,1,0.0,280,5.63,6.15,9,7,3,167.94,3.24,0,11,9,1,11.1,0.173,0.167,106.59,8,29,2,0,2,1,0,3,0,0,1,2
strawberry,has_seeds,internal_component,e,ci,visual-form_and_surface,20,3,251.0,21,ND,0.048,0.08,77.49,48.75,9,s,2,0.69,661,6.49,8.45,10,8,3,115.36,0.0,0,17,16,6,37.5,0.36,0.346,190.86,10,22,5,0,2,2,0,2,0,2,3,1
tomato,has_seeds,internal_component,e,ci,visual-form_and_surface,23,2,251.0,21,ND,0.048,0.092,109.45,80.71,9,t,7,1.95,1490,7.31,7.75,6,6,3,366.45,13.92,0,13,11,2,18.2,0.188,0.196,176.28,11,31,3,0,2,2,0,0,0,1,3,2
zucchini,has_seeds,internal_component,e,ci,visual-form_and_surface,6,10,251.0,21,ND,0.048,0.024,0.0,0.0,9,z,1,0.0,1,0.0,5.1,8,6,3,0.0,0.0,0,15,14,4,28.6,0.288,0.271,286.36,8,18,4,0,4,3,0,1,0,0,2,1
