Concept,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax
finch,is_small,external_surface_property,e,se,visual-form_and_surface,17,2,1229.0,121,ND,0.008,0.014,0.0,0.0,8,f,1,0.0,354,5.87,3.25,5,4,1,2077.23,277.85,3,10,9,0,0.0,0.04,0.037,505.99,19,53,0,2,4,1,1,0,0,0,1,1
flea,is_small,external_surface_property,e,se,visual-form_and_surface,24,1,1229.0,121,ND,0.008,0.02,0.0,0.0,8,f,2,0.69,331,5.8,4.35,4,3,1,273.14,29.33,5,17,15,8,53.3,0.601,0.613,35.23,3,14,0,3,1,1,0,0,0,0,10,2
football,is_round,external_surface_property,e,se,visual-form_and_surface,5,12,823.0,76,ND,0.013,0.006,7.95,7.95,8,f,37,3.61,6735,8.82,6.1,8,6,2,159.31,43.32,0,15,15,7,46.7,0.56,0.577,135.16,8,29,4,1,7,2,0,0,0,0,1,0
fox,is_small,external_surface_property,e,se,visual-form_and_surface,7,10,1229.0,121,ND,0.008,0.006,0.0,0.0,8,f,13,2.56,2741,7.92,4.7,3,4,1,0.0,0.0,8,17,14,2,14.3,0.175,0.166,209.7,16,24,1,1,6,1,0,0,0,0,5,3
garage,is_large,external_surface_property,e,se,visual-form_and_surface,8,5,1076.0,106,ND,0.009,0.007,0.0,0.0,8,g,26,3.26,2387,7.78,7.85,6,5,2,611.33,96.15,0,9,9,4,44.4,0.442,0.451,64.08,4,40,5,0,3,0,0,0,0,0,1,0
garlic,is_small,external_surface_property,e,se,visual-form_and_surface,5,17,1229.0,121,ND,0.008,0.004,0.0,0.0,8,g,4,1.39,802,6.69,7.85,6,5,2,571.8,133.71,0,21,20,14,70.0,0.56,0.581,31.75,2,13,10,0,4,1,0,2,2,0,1,1
goldfish,is_small,external_surface_property,e,se,visual-form_and_surface,15,5,1229.0,121,ND,0.008,0.012,0.0,0.0,8,g,1,0.0,365,5.9,6.4,8,7,2,203.88,26.69,0,14,11,3,27.3,0.28,0.306,404.92,10,36,0,2,4,2,0,0,0,0,3,3
goose,is_large,external_surface_property,e,se,visual-form_and_surface,7,11,1076.0,106,ND,0.009,0.007,0.0,0.0,8,g,7,1.95,889,6.79,4.9,5,3,1,1892.71,512.27,4,15,13,2,15.4,0.203,0.206,605.27,19,35,1,1,6,1,1,0,0,0,3,2
gopher,is_small,external_surface_property,e,se,visual-form_and_surface,12,5,1229.0,121,ND,0.008,0.01,0.0,0.0,8,g,1,0.0,13,2.56,2.6,6,4,2,1841.01,451.34,0,8,7,0,0.0,0.093,0.111,118.59,4,19,0,1,4,1,0,0,0,0,1,1
gown,is_long,external_surface_property,e,se,visual-form_and_surface,16,2,844.0,81,ND,0.012,0.019,0.0,0.0,7,g,18,2.89,1031,6.94,6.15,4,3,1,1544.82,729.84,4,12,10,5,50.0,0.559,0.545,41.12,3,30,2,0,2,1,0,0,0,0,5,2
grasshopper,is_small,external_surface_property,e,se,visual-form_and_surface,7,9,1229.0,121,ND,0.008,0.006,0.0,0.0,8,g,4,1.39,104,4.64,4.95,11,8,3,0.0,0.0,0,13,12,2,16.7,0.188,0.208,125.51,6,13,1,3,5,1,0,0,0,0,2,1
grater,is_small,external_surface_property,e,se,visual-form_and_surface,5,8,1229.0,121,ND,0.008,0.004,0.0,0.0,8,g,1,0.0,30,3.4,5.05,6,5,2,2348.27,465.82,4,12,11,3,27.3,0.322,0.313,58.54,1,4,5,0,4,0,0,0,0,1,1,1
groundhog,is_small,external_surface_property,e,se,visual-form_and_surface,11,4,1229.0,121,ND,0.008,0.009,0.0,0.0,8,g,1,0.0,5,1.61,3.85,9,8,2,160.91,7.82,0,14,12,6,50.0,0.495,0.484,94.08,4,27,1,2,1,1,0,0,0,1,6,2
guppy,is_small,external_surface_property,e,se,visual-form_and_surface,11,3,1229.0,121,ND,0.008,0.009,0.0,0.0,8,g,1,0.0,124,4.82,2.0,5,4,2,145.48,55.28,1,6,5,2,40.0,0.214,0.14,67.15,1,33,1,1,1,0,0,0,0,0,2,1
hamster,is_small,external_surface_property,e,se,visual-form_and_surface,24,1,1229.0,121,ND,0.008,0.02,0.0,0.0,8,h,1,0.0,159,5.07,6.1,7,7,2,1228.52,145.19,0,14,10,3,30.0,0.291,0.276,31.91,3,14,0,4,3,1,0,0,0,1,1,4
hare,is_small,external_surface_property,e,se,visual-form_and_surface,6,12,1229.0,121,ND,0.008,0.005,0.0,0.0,8,h,1,0.0,674,6.51,3.25,4,3,1,5437.33,314.77,20,18,15,2,13.3,0.166,0.171,150.23,11,14,1,4,7,2,0,0,0,0,1,3
harmonica,is_small,external_surface_property,e,se,visual-form_and_surface,7,6,1229.0,121,ND,0.008,0.006,0.0,0.0,8,h,1,0.0,49,3.89,3.65,9,8,4,257.16,15.69,1,6,5,1,20.0,0.265,0.288,11.51,1,17,2,0,2,0,1,0,0,0,0,1
harp,is_large,external_surface_property,e,se,visual-form_and_surface,12,4,1076.0,106,ND,0.009,0.011,0.0,0.0,8,h,1,0.0,310,5.74,3.05,4,3,1,2813.71,162.93,7,8,7,2,28.6,0.363,0.378,103.51,3,30,2,0,3,0,1,0,0,0,1,1
harpoon,is_long,external_surface_property,e,se,visual-form_and_surface,8,5,844.0,81,ND,0.012,0.009,0.0,0.0,7,h,1,0.0,47,3.85,2.1,7,5,2,720.84,53.59,0,11,10,3,30.0,0.289,0.25,56.53,3,20,5,0,3,0,0,0,0,1,1,1
harpsichord,is_large,external_surface_property,e,se,visual-form_and_surface,5,6,1076.0,106,ND,0.009,0.005,0.0,0.0,8,h,1,0.0,155,5.04,2.4,11,10,3,0.0,0.0,0,6,5,0,0.0,0.092,0.081,48.28,2,20,0,0,3,0,2,0,0,0,0,1
hatchet,is_small,external_surface_property,e,se,visual-form_and_surface,5,8,1229.0,121,ND,0.008,0.004,0.0,0.0,8,h,4,1.39,75,4.32,2.6,7,5,2,872.04,251.3,3,8,6,1,16.7,0.118,0.061,58.54,1,10,2,0,3,0,0,0,0,1,0,2
hawk,is_large,external_surface_property,e,se,visual-form_and_surface,15,7,1076.0,106,ND,0.009,0.014,0.0,0.0,8,h,14,2.64,572,6.35,3.5,4,3,1,2180.79,13.52,4,13,11,2,18.2,0.267,0.258,371.26,8,22,0,4,6,0,0,0,0,0,1,2
hoe,is_long,external_surface_property,e,se,visual-form_and_surface,6,13,844.0,81,ND,0.012,0.007,0.0,0.0,7,h,1,0.0,115,4.74,3.7,3,2,1,0.0,0.0,11,15,14,5,35.7,0.436,0.45,397.84,19,53,6,0,8,0,0,0,0,0,0,1
honeydew,is_round,external_surface_property,e,se,visual-form_and_surface,17,4,823.0,76,ND,0.013,0.021,48.39,38.0,8,h,1,0.0,27,3.3,4.25,8,7,3,353.46,10.87,0,14,12,2,16.7,0.213,0.21,238.91,13,29,1,0,3,2,0,2,0,1,3,2
hornet,is_large,external_surface_property,e,se,visual-form_and_surface,6,10,1076.0,106,ND,0.009,0.006,0.0,0.0,8,h,1,0.0,96,4.56,5.3,6,6,2,963.7,186.23,1,12,11,4,36.4,0.298,0.315,160.4,6,29,0,2,3,2,1,0,0,0,3,1
horse,is_large,external_surface_property,e,se,visual-form_and_surface,19,2,1076.0,106,ND,0.009,0.018,0.0,0.0,8,h,185,5.22,12660,9.45,6.3,5,3,1,2390.84,194.63,5,19,18,4,22.2,0.271,0.271,264.16,20,22,5,2,6,0,0,0,0,0,5,1
housefly,is_small,external_surface_property,e,se,visual-form_and_surface,13,5,1229.0,121,ND,0.008,0.011,0.0,0.0,8,h,1,0.0,6,1.79,6.85,8,7,2,477.41,1.03,0,15,13,2,15.4,0.198,0.216,187.63,7,13,1,3,5,1,1,0,0,0,2,2
hut,is_small,external_surface_property,e,se,visual-form_and_surface,17,2,1229.0,121,ND,0.008,0.014,0.0,0.0,8,h,19,2.94,1620,7.39,3.25,3,3,1,0.0,0.0,18,6,5,2,40.0,0.354,0.372,0.0,0,0,0,0,4,0,0,0,0,0,1,1
inn,is_small,external_surface_property,e,se,visual-form_and_surface,9,4,1229.0,121,ND,0.008,0.007,0.0,0.0,8,I,10,2.3,1877,7.54,5.55,3,2,1,0.0,0.0,2,10,8,3,37.5,0.543,0.548,69.44,4,40,2,0,3,0,0,0,0,0,3,2
jet,is_large,external_surface_property,e,se,visual-form_and_surface,11,7,1076.0,106,ND,0.009,0.01,0.0,0.0,8,dZ,33,3.5,1830,7.51,4.5,3,3,1,0.0,0.0,13,15,14,2,14.3,0.148,0.169,422.61,16,24,3,2,6,0,1,0,0,0,2,1
key,is_small,external_surface_property,e,se,visual-form_and_surface,12,4,1229.0,121,ND,0.008,0.01,0.0,0.0,8,k,122,4.8,14964,9.61,8.75,3,2,1,0.0,0.0,5,12,12,8,66.7,0.565,0.596,18.24,2,33,5,0,3,2,0,0,0,0,2,0
leopard,is_large,external_surface_property,e,se,visual-form_and_surface,6,6,1076.0,106,ND,0.009,0.006,0.0,0.0,8,l,1,0.0,335,5.81,3.35,7,5,2,385.27,67.13,0,9,6,1,16.7,0.241,0.232,6.86,1,10,0,1,3,0,0,0,0,1,1,3
lime,is_small,external_surface_property,e,se,visual-form_and_surface,7,7,1229.0,121,ND,0.008,0.006,0.0,0.0,8,l,13,2.56,706,6.56,5.35,4,3,1,4096.24,917.57,12,13,12,4,33.3,0.361,0.35,222.23,10,36,3,0,2,1,0,2,0,1,3,1
lion,is_large,external_surface_property,e,se,visual-form_and_surface,20,1,1076.0,106,ND,0.009,0.019,10.67,0.0,8,l,23,3.14,2155,7.68,4.05,4,4,2,1440.27,16.98,1,20,13,2,15.4,0.164,0.18,220.38,14,25,1,0,5,0,1,0,0,0,6,7
machete,is_long,external_surface_property,e,se,visual-form_and_surface,6,5,844.0,81,ND,0.012,0.007,0.0,0.0,7,m,1,0.0,63,4.14,2.0,7,6,3,450.76,43.02,0,8,6,0,0.0,0.04,0.029,76.22,3,20,1,0,3,0,0,0,0,1,1,2
mat,is_small,external_surface_property,e,se,visual-form_and_surface,5,9,1229.0,121,ND,0.008,0.004,0.0,0.0,8,m,7,1.95,858,6.75,6.85,3,3,1,0.0,0.0,22,13,12,7,58.3,0.553,0.523,0.0,0,0,5,0,3,0,0,0,0,0,4,1
medal,is_round,external_surface_property,e,se,visual-form_and_surface,5,12,823.0,76,ND,0.013,0.006,0.0,0.0,8,m,11,2.4,1643,7.4,5.9,5,4,2,564.4,27.71,2,14,11,6,54.5,0.591,0.589,101.71,3,30,1,0,6,0,0,0,0,0,4,3
mink,is_small,external_surface_property,e,se,visual-form_and_surface,11,4,1229.0,121,ND,0.008,0.009,0.0,0.0,8,m,6,1.79,273,5.61,2.35,4,4,1,1282.08,283.22,13,15,13,2,15.4,0.185,0.182,64.67,7,13,3,1,5,1,0,0,0,2,1,2
minnow,is_small,external_surface_property,e,se,visual-form_and_surface,22,1,1229.0,121,ND,0.008,0.018,0.0,0.0,8,m,1,0.0,107,4.67,3.55,6,5,2,557.98,126.12,0,13,10,4,40.0,0.378,0.389,303.23,9,60,3,3,3,0,0,0,0,0,1,3
missile,is_long,external_surface_property,e,se,visual-form_and_surface,5,13,844.0,81,ND,0.012,0.006,0.0,0.0,7,m,80,4.38,1902,7.55,2.6,7,5,2,743.36,148.26,1,17,15,4,26.7,0.352,0.329,182.65,10,18,5,2,3,0,1,0,0,0,4,2
mole,is_small,external_surface_property,e,se,visual-form_and_surface,17,2,1229.0,121,ND,0.008,0.014,0.0,0.0,8,m,4,1.39,898,6.8,2.55,4,3,1,2109.31,110.72,14,14,12,3,25.0,0.245,0.245,85.29,3,8,0,2,6,1,0,0,0,1,2,2
moose,is_large,external_surface_property,e,se,visual-form_and_surface,27,1,1076.0,106,ND,0.009,0.025,19.51,8.84,8,m,1,0.0,98,4.58,3.35,5,3,1,1939.63,499.25,4,15,12,0,0.0,0.096,0.099,331.61,19,29,2,0,7,1,0,0,0,0,2,3
moth,is_small,external_surface_property,e,se,visual-form_and_surface,6,6,1229.0,121,ND,0.008,0.005,0.0,0.0,8,m,3,1.1,540,6.29,5.65,4,3,1,4173.43,309.83,5,8,7,2,28.6,0.307,0.303,84.35,1,10,0,2,2,2,0,0,0,0,1,1
mug,is_large,external_surface_property,e,se,visual-form_and_surface,8,8,1076.0,106,ND,0.009,0.007,0.0,0.0,8,m,3,1.1,1078,6.98,8.6,3,3,1,0.0,0.0,13,14,12,4,33.3,0.371,0.349,211.96,8,29,7,0,5,0,0,0,0,0,0,2
mushroom,is_small,external_surface_property,e,se,visual-form_and_surface,5,14,1229.0,121,ND,0.008,0.004,0.0,0.0,8,m,4,1.39,901,6.8,7.2,8,6,2,126.12,31.21,0,16,14,3,21.4,0.291,0.291,68.68,5,9,5,0,3,2,0,0,0,0,4,2
necklace,is_long,external_surface_property,e,se,visual-form_and_surface,9,7,844.0,81,ND,0.012,0.011,0.0,0.0,7,n,5,1.61,404,6.0,8.0,8,6,2,359.18,12.97,0,17,15,8,53.3,0.486,0.491,167.33,8,38,3,0,8,0,0,0,0,0,4,2
nightgown,is_long,external_surface_property,e,se,visual-form_and_surface,16,2,844.0,81,ND,0.012,0.019,0.0,0.0,7,n,1,0.0,88,4.48,6.2,9,6,2,49.63,25.01,0,11,10,1,10.0,0.126,0.137,135.02,8,22,1,0,4,1,0,0,0,3,1,1
octopus,is_large,external_surface_property,e,se,visual-form_and_surface,7,7,1076.0,106,ND,0.009,0.007,0.0,0.0,8,O,1,0.0,183,5.21,2.1,7,7,3,129.65,2.62,0,13,11,4,36.4,0.321,0.31,144.49,6,29,1,2,4,0,0,0,0,0,4,2
olive,is_small,external_surface_property,e,se,visual-form_and_surface,6,11,1229.0,121,ND,0.008,0.005,0.0,0.0,8,O,6,1.79,1174,7.07,5.7,5,4,2,423.24,87.09,1,17,14,3,21.4,0.286,0.284,93.98,6,11,6,0,3,3,0,1,0,0,1,3
onions,is_round,external_surface_property,e,se,visual-form_and_surface,7,9,823.0,76,ND,0.013,0.009,0.0,0.0,8,V,19,2.94,1236,7.12,7.4,6,6,2,394.89,78.28,1,16,14,7,50.0,0.388,0.361,25.8,2,10,3,0,4,3,0,1,1,0,2,2
orange,is_round,external_surface_property,e,se,visual-form_and_surface,15,4,823.0,76,ND,0.013,0.018,39.81,29.42,8,O,29,3.37,3081,8.03,8.2,6,5,2,677.64,208.91,1,16,14,1,7.1,0.181,0.212,1296.22,51,65,1,0,6,1,0,1,0,1,4,2
ostrich,is_large,external_surface_property,e,se,visual-form_and_surface,13,9,1076.0,106,ND,0.009,0.012,0.0,0.0,8,O,1,0.0,168,5.12,2.55,7,6,2,273.98,5.54,0,19,18,3,16.7,0.263,0.282,616.89,27,26,0,3,8,0,0,0,0,0,7,1
ox,is_large,external_surface_property,e,se,visual-form_and_surface,18,2,1076.0,106,ND,0.009,0.017,10.67,0.0,8,O,15,2.71,336,5.82,2.3,2,3,1,0.0,0.0,9,11,9,2,22.2,0.17,0.144,26.31,3,14,1,1,3,1,0,0,0,1,2,2
paintbrush,is_long,external_surface_property,e,se,visual-form_and_surface,6,6,844.0,81,ND,0.012,0.007,0.0,0.0,7,p,1,0.0,73,4.29,6.85,10,8,2,81.15,0.0,0,6,6,1,16.7,0.156,0.207,9.48,1,10,1,0,5,0,0,0,0,0,0,0
pan,is_round,external_surface_property,e,se,visual-form_and_surface,8,5,823.0,76,ND,0.013,0.01,0.0,0.0,8,p,19,2.94,2211,7.7,6.7,3,3,1,0.0,0.0,19,12,12,5,41.7,0.422,0.406,46.61,3,14,3,0,6,0,0,0,0,0,3,0
pants,is_long,external_surface_property,e,se,visual-form_and_surface,6,17,844.0,81,ND,0.012,0.007,0.0,0.0,7,p,9,2.2,573,6.35,8.95,5,5,1,816.87,125.38,7,21,18,4,22.2,0.276,0.29,880.64,33,36,5,0,11,1,0,0,0,0,1,3
parakeet,is_small,external_surface_property,e,se,visual-form_and_surface,5,16,1229.0,121,ND,0.008,0.004,0.0,0.0,8,p,1,0.0,40,3.69,2.95,8,7,3,287.71,33.56,0,16,14,1,7.1,0.135,0.131,758.74,27,35,0,3,4,1,4,0,0,0,2,2
parka,is_large,external_surface_property,e,se,visual-form_and_surface,7,4,1076.0,106,ND,0.009,0.007,0.0,0.0,8,p,1,0.0,45,3.81,4.6,5,4,2,766.62,184.65,1,10,8,3,37.5,0.5,0.497,105.8,4,40,2,0,4,0,0,0,0,1,1,2
peach,is_round,external_surface_property,e,se,visual-form_and_surface,10,7,823.0,76,ND,0.013,0.012,41.8,31.41,8,p,4,1.39,776,6.65,7.05,5,3,1,2529.48,221.63,7,15,14,3,21.4,0.267,0.268,568.34,27,49,1,0,4,1,0,2,0,4,2,1
peacock,is_large,external_surface_property,e,se,visual-form_and_surface,6,12,1076.0,106,ND,0.009,0.006,0.0,0.0,8,p,6,1.79,578,6.36,3.85,7,5,2,620.58,69.42,0,16,14,2,14.3,0.2,0.194,297.09,10,15,0,2,5,3,0,0,0,0,4,2
pelican,is_large,external_surface_property,e,se,visual-form_and_surface,14,5,1076.0,106,ND,0.009,0.013,0.0,0.0,8,p,1,0.0,145,4.98,2.85,7,7,3,538.99,130.34,0,15,13,3,23.1,0.209,0.213,491.37,16,36,0,3,6,1,0,0,0,0,3,2
penguin,is_small,external_surface_property,e,se,visual-form_and_surface,7,15,1229.0,121,ND,0.008,0.006,0.0,0.0,8,p,1,0.0,600,6.4,2.8,7,7,2,538.53,25.81,0,18,16,5,31.3,0.263,0.3,232.14,14,25,0,3,5,2,0,0,0,0,6,2
perch,is_small,external_surface_property,e,se,visual-form_and_surface,9,9,1229.0,121,ND,0.008,0.007,0.0,0.0,8,p,1,0.0,302,5.71,4.0,5,3,1,1344.62,45.01,2,15,13,0,0.0,0.072,0.08,652.54,21,27,2,1,5,0,0,1,0,1,3,2
piano,is_large,external_surface_property,e,se,visual-form_and_surface,6,10,1076.0,106,ND,0.009,0.006,0.0,0.0,8,p,39,3.66,2112,7.66,5.95,5,5,3,401.59,38.02,0,13,11,2,18.2,0.271,0.276,162.31,8,22,1,0,6,2,1,0,0,0,1,2
pickle,is_round,external_surface_property,e,se,visual-form_and_surface,10,6,823.0,76,ND,0.013,0.012,29.42,29.42,8,p,2,0.69,284,5.65,7.35,6,4,2,1086.68,96.43,3,18,16,6,37.5,0.386,0.37,233.25,15,33,2,0,2,1,0,5,0,2,4,2
pie,is_round,external_surface_property,e,se,visual-form_and_surface,15,3,823.0,76,ND,0.013,0.018,0.0,0.0,8,p,19,2.94,1610,7.38,7.35,3,2,1,0.0,0.0,11,13,10,4,40.0,0.339,0.346,77.59,4,27,3,0,3,0,0,2,0,0,2,3
pier,is_large,external_surface_property,e,se,visual-form_and_surface,5,8,1076.0,106,ND,0.009,0.005,0.0,0.0,8,p,9,2.2,1129,7.03,5.25,4,3,1,917.02,9.8,5,11,11,8,72.7,0.702,0.696,0.0,0,0,4,0,3,0,0,0,0,0,4,0
pistol,is_small,external_surface_property,e,se,visual-form_and_surface,11,7,1229.0,121,ND,0.008,0.009,0.0,0.0,8,p,4,1.39,951,6.86,3.0,6,5,2,577.48,69.53,1,19,17,3,17.6,0.252,0.267,947.4,36,40,7,1,3,0,2,0,0,1,3,2
pony,is_small,external_surface_property,e,se,visual-form_and_surface,13,2,1229.0,121,ND,0.008,0.011,0.0,0.0,8,p,16,2.77,1114,7.02,4.7,4,4,2,1174.63,19.27,7,18,15,3,20.0,0.27,0.257,234.87,17,26,3,2,9,0,0,0,0,0,1,3
porcupine,is_small,external_surface_property,e,se,visual-form_and_surface,12,3,1229.0,121,ND,0.008,0.01,0.0,0.0,8,p,1,0.0,72,4.28,3.2,9,8,3,661.25,21.35,0,10,8,2,25.0,0.291,0.276,8.5,1,7,0,2,3,1,0,0,0,0,2,2
pot,is_round,external_surface_property,e,se,visual-form_and_surface,7,7,823.0,76,ND,0.013,0.009,0.0,0.0,8,p,28,3.33,3116,8.04,7.45,3,3,1,0.0,0.0,17,10,9,0,0.0,0.077,0.074,91.21,4,11,1,0,6,0,0,0,0,0,2,1
prune,is_small,external_surface_property,e,se,visual-form_and_surface,9,7,1229.0,121,ND,0.008,0.007,0.0,0.0,8,p,1,0.0,205,5.32,5.15,5,4,1,880.9,23.86,2,18,17,7,41.2,0.413,0.384,406.15,20,44,4,0,6,2,0,1,0,1,3,1
rabbit,is_small,external_surface_property,e,se,visual-form_and_surface,6,8,1229.0,121,ND,0.008,0.005,0.0,0.0,8,r,16,2.77,2486,7.82,6.05,6,5,2,344.26,17.13,1,14,12,2,16.7,0.198,0.182,44.06,4,9,2,2,6,0,0,0,0,1,1,2
raccoon,is_small,external_surface_property,e,se,visual-form_and_surface,7,9,1229.0,121,ND,0.008,0.006,0.0,0.0,8,r,1,0.0,13,2.56,5.1,7,5,2,337.53,5.09,0,12,11,1,9.1,0.202,0.202,82.17,6,13,0,1,5,2,0,0,0,1,2,1
racquet,is_round,external_surface_property,e,se,visual-form_and_surface,6,10,823.0,76,ND,0.013,0.007,0.0,0.0,8,r,1,0.0,77,4.34,5.75,7,5,2,159.92,10.86,0,13,12,6,50.0,0.526,0.527,0.0,0,0,6,0,6,0,0,0,0,0,0,1
raisin,is_small,external_surface_property,e,se,visual-form_and_surface,20,2,1229.0,121,ND,0.008,0.016,0.0,0.0,8,r,1,0.0,173,5.15,6.55,6,4,2,503.73,73.35,0,14,13,7,53.8,0.472,0.476,0.0,0,0,3,0,3,3,0,1,0,0,3,1
rake,is_long,external_surface_property,e,se,visual-form_and_surface,7,8,844.0,81,ND,0.012,0.008,0.0,0.0,7,r,11,2.4,353,5.87,5.8,4,3,1,2111.24,910.05,15,15,14,6,42.9,0.422,0.372,74.82,4,14,3,0,7,0,0,0,0,0,4,1
raspberry,is_small,external_surface_property,e,se,visual-form_and_surface,7,8,1229.0,121,ND,0.008,0.006,0.0,0.0,8,r,1,0.0,280,5.63,6.15,9,7,3,167.94,3.24,0,11,9,1,11.1,0.173,0.167,106.59,8,29,2,0,2,1,0,3,0,0,1,2
rat,is_small,external_surface_property,e,se,visual-form_and_surface,6,15,1229.0,121,ND,0.008,0.005,0.0,0.0,8,r,9,2.2,2467,7.81,3.65,3,3,1,0.0,0.0,22,22,20,3,15.0,0.237,0.244,317.63,24,18,1,2,11,2,0,0,0,0,4,2
rattle,is_round,external_surface_property,e,se,visual-form_and_surface,5,7,823.0,76,ND,0.013,0.006,0.0,0.0,8,r,6,1.79,441,6.09,5.0,6,4,2,2209.54,893.68,2,9,8,3,37.5,0.344,0.397,0.0,0,0,1,0,4,1,1,0,0,0,1,1
rattlesnake,is_long,external_surface_property,e,se,visual-form_and_surface,19,1,844.0,81,ND,0.012,0.023,8.74,8.74,7,r,8,2.08,56,4.03,2.7,11,8,3,0.0,0.0,0,19,17,3,17.6,0.321,0.309,245.92,16,18,0,4,7,1,1,0,0,0,4,2
raven,is_large,external_surface_property,e,se,visual-form_and_surface,5,11,1076.0,106,ND,0.009,0.005,0.0,0.0,8,r,1,0.0,308,5.73,3.2,5,4,2,1401.42,204.47,4,13,10,1,10.0,0.086,0.082,547.82,17,47,0,1,5,1,1,0,0,0,2,3
rhubarb,is_long,external_surface_property,e,se,visual-form_and_surface,5,10,844.0,81,ND,0.012,0.006,0.0,0.0,7,r,1,0.0,119,4.78,3.95,7,5,2,157.36,2.59,0,11,9,1,11.1,0.158,0.153,94.87,8,29,2,0,2,2,0,1,0,1,1,2
rifle,is_long,external_surface_property,e,se,visual-form_and_surface,8,12,844.0,81,ND,0.012,0.009,0.0,0.0,7,r,86,4.45,1068,6.97,3.7,5,4,2,777.56,16.42,0,18,16,2,12.5,0.196,0.209,813.96,31,34,4,1,6,0,2,0,0,1,2,2
ring,is_round,external_surface_property,e,se,visual-form_and_surface,18,2,823.0,76,ND,0.013,0.022,0.0,0.0,8,r,53,3.97,8583,9.06,8.0,4,3,1,1429.62,144.8,11,13,13,5,38.5,0.324,0.327,114.41,4,14,1,0,6,0,0,0,0,0,6,0
robe,is_long,external_surface_property,e,se,visual-form_and_surface,12,3,844.0,81,ND,0.012,0.014,0.0,0.0,7,r,10,2.3,758,6.63,7.4,4,3,1,453.06,10.67,8,16,15,6,40.0,0.408,0.401,72.86,4,11,5,0,5,1,0,0,0,3,1,1
robin,is_small,external_surface_property,e,se,visual-form_and_surface,6,15,1229.0,121,ND,0.008,0.005,0.0,0.0,8,r,2,0.69,2467,7.81,5.95,5,5,2,592.48,24.03,0,17,16,5,31.3,0.348,0.378,614.3,28,51,0,4,4,1,1,0,0,0,6,1
salamander,is_small,external_surface_property,e,se,visual-form_and_surface,14,1,1229.0,121,ND,0.008,0.011,0.0,0.0,8,s,2,0.69,79,4.37,2.45,10,10,4,85.33,0.0,0,13,9,0,0.0,0.08,0.056,82.87,5,14,1,0,5,1,0,0,0,1,1,4
sardine,is_small,external_surface_property,e,se,visual-form_and_surface,18,3,1229.0,121,ND,0.008,0.015,0.0,0.0,8,s,2,0.69,198,5.29,3.15,7,5,2,2137.42,243.5,0,11,10,2,20.0,0.183,0.203,79.74,2,7,2,1,1,0,0,2,1,1,2,1
scarf,is_long,external_surface_property,e,se,visual-form_and_surface,13,4,844.0,81,ND,0.012,0.015,0.0,0.0,7,s,4,1.39,749,6.62,7.5,5,4,1,768.79,48.13,3,12,11,0,0.0,0.139,0.145,421.91,17,31,3,0,2,2,0,0,0,1,3,1
scooter,is_small,external_surface_property,e,se,visual-form_and_surface,5,10,1229.0,121,ND,0.008,0.004,0.0,0.0,8,s,1,0.0,111,4.71,2.6,7,6,2,1115.18,127.7,2,13,12,1,8.3,0.151,0.113,255.42,14,25,3,2,6,0,0,0,0,0,1,1
screwdriver,is_long,external_surface_property,e,se,visual-form_and_surface,6,14,844.0,81,ND,0.012,0.007,0.0,0.0,7,s,1,0.0,272,5.61,6.35,11,9,3,0.0,0.0,0,20,18,11,61.1,0.539,0.543,79.85,5,24,9,0,7,0,0,0,0,0,2,2
screws,is_small,external_surface_property,e,se,visual-form_and_surface,8,10,1229.0,121,ND,0.008,0.007,0.0,0.0,8,s,31,3.43,1228,7.11,6.55,6,5,1,485.61,37.09,3,19,18,8,44.4,0.431,0.447,120.04,8,18,8,0,8,0,0,0,0,0,2,1
seal,is_large,external_surface_property,e,se,visual-form_and_surface,5,14,1076.0,106,ND,0.009,0.005,28.04,17.37,8,s,21,3.04,2025,7.61,2.9,4,3,1,2028.63,334.66,13,17,15,5,33.3,0.288,0.268,117.36,6,13,3,2,3,0,0,0,0,1,6,2
seaweed,is_long,external_surface_property,e,se,visual-form_and_surface,5,9,844.0,81,ND,0.012,0.006,0.0,0.0,7,s,3,1.1,234,5.46,4.3,7,5,2,2135.83,170.51,0,10,9,4,44.4,0.412,0.424,7.1,1,10,2,0,1,1,0,0,1,1,3,1
shack,is_small,external_surface_property,e,se,visual-form_and_surface,14,3,1229.0,121,ND,0.008,0.011,0.0,0.0,8,S,2,0.69,170,5.14,3.55,5,3,1,1283.53,336.68,8,12,12,1,8.3,0.238,0.221,90.89,7,13,3,0,6,0,0,0,0,0,3,0
