,Unnamed: 0,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax,Concept,Feature
97,98,external_surface_property,e,se,visual-colour,23,1,607.0,50,ND,0.02,0.038,0.0,0.0,8,p,2,0.69,184,5.21,2.6,7,6,2,1815.22,720.97,0,13,9,1,11.1,0.169,0.157,66.65,5,18,0,2,3,1,0,0,0,0,3,4,pantera,negro
98,99,external_surface_property,e,se,visual-colour,28,1,834.0,47,ND,0.021,0.034,46.26,22.85,8,p,1,0.0,383,5.95,5.0,7,5,2,788.12,100.29,1,10,7,3,42.9,0.303,0.314,58.67,4,67,3,0,1,1,0,1,0,0,1,3,perejil,verde
99,100,external_surface_property,e,se,visual-colour,5,13,210.0,15,ND,0.067,0.024,44.58,35.55,9,p,4,1.39,776,6.65,7.05,5,3,1,2529.48,221.63,7,15,14,3,21.4,0.267,0.268,568.34,27,49,1,0,4,1,0,2,0,4,2,1,melocotón,naranja
100,101,external_surface_property,e,se,visual-colour,9,10,634.0,51,ND,0.02,0.014,0.0,0.0,8,p,1,0.0,145,4.98,2.85,7,7,3,538.99,130.34,0,15,13,3,23.1,0.209,0.213,491.37,16,36,0,3,6,1,0,0,0,0,3,2,pelícano,blanco
101,102,external_surface_property,e,se,visual-colour,5,11,382.0,26,ND,0.038,0.013,0.0,0.0,6,p,20,3.0,2691,7.9,8.95,3,3,1,0.0,0.0,20,15,15,4,26.7,0.295,0.278,17.29,2,4,2,0,9,3,0,0,0,0,1,0,bolígrafo,rojo
102,103,external_surface_property,e,se,visual-colour,9,8,345.0,27,ND,0.037,0.026,0.0,0.0,9,p,38,3.64,1451,7.28,8.6,6,5,2,614.46,19.14,0,16,15,9,60.0,0.614,0.637,29.11,3,20,4,0,7,1,0,0,0,0,3,1,lápiz,amarillo
103,104,external_surface_property,e,se,visual-colour,27,1,607.0,50,ND,0.02,0.044,0.0,0.0,8,p,13,2.56,1169,7.06,7.8,6,5,2,2019.93,117.93,1,12,10,8,80.0,0.76,0.752,0.0,0,0,3,0,1,1,0,1,0,0,4,2,pimienta,negro
104,105,external_surface_property,e,se,visual-colour,23,1,834.0,47,ND,0.021,0.028,40.71,17.3,8,p,2,0.69,284,5.65,7.35,6,4,2,1086.68,96.43,3,18,16,6,37.5,0.386,0.37,233.25,15,33,2,0,2,1,0,5,0,2,4,2,pepinillo,verde
105,106,external_surface_property,e,se,visual-colour,5,12,634.0,51,ND,0.02,0.008,0.0,0.0,8,p,6,1.79,1133,7.03,8.8,6,4,2,579.69,202.69,2,13,13,6,46.2,0.393,0.464,214.63,9,43,3,0,3,1,0,0,0,3,3,0,almohada,blanco
106,107,external_surface_property,e,se,visual-colour,20,3,834.0,47,ND,0.021,0.024,0.0,0.0,8,p,16,2.77,1231,7.12,4.85,4,3,1,1485.1,354.5,18,11,8,4,50.0,0.392,0.393,84.33,3,50,2,0,2,1,0,0,1,1,1,3,pino,verde
107,108,external_surface_property,e,se,visual-colour,15,4,345.0,27,ND,0.037,0.043,8.58,0.0,9,p,9,2.2,330,5.8,6.4,9,6,3,151.73,12.76,0,17,16,4,25.0,0.289,0.278,572.09,26,39,1,0,5,3,0,1,0,2,4,1,piña,amarillo
108,109,external_surface_property,e,se,visual-colour,5,14,634.0,51,ND,0.02,0.008,0.0,0.0,8,p,45,3.81,6443,8.77,8.9,5,4,1,1356.64,430.95,4,20,19,3,15.8,0.212,0.189,337.66,18,15,4,0,10,1,0,0,0,0,4,1,plato,blanco
109,110,external_surface_property,e,se,visual-colour,5,14,382.0,26,ND,0.038,0.013,21.02,7.48,6,p,1,0.0,425,6.05,6.2,4,4,1,269.63,34.08,5,15,14,2,14.3,0.162,0.173,436.26,23,35,3,0,5,2,0,2,0,1,1,1,ciruela,rojo
110,111,external_surface_property,e,se,visual-colour,10,4,480.0,54,ND,0.019,0.021,23.29,0.0,8,p,1,0.0,72,4.28,3.2,9,8,3,661.25,21.35,0,10,8,2,25.0,0.291,0.276,8.5,1,7,0,2,3,1,0,0,0,0,2,2,puercoespín,marrón
111,112,external_surface_property,e,se,visual-colour,8,8,480.0,54,ND,0.019,0.017,0.0,0.0,8,p,33,3.5,2527,7.83,8.15,6,6,3,551.14,31.4,0,19,18,7,38.9,0.426,0.438,245.01,16,29,6,0,3,1,0,0,0,0,8,1,patata,marrón
112,113,external_surface_property,e,se,visual-colour,27,1,210.0,15,ND,0.067,0.129,28.83,19.8,9,p,2,0.69,176,5.17,6.95,7,7,2,273.24,11.03,0,12,10,4,40.0,0.409,0.432,80.17,5,33,3,0,3,1,0,0,0,0,3,2,calabaza,naranja
113,114,external_surface_property,e,se,visual-colour,16,4,382.0,26,ND,0.038,0.042,0.0,0.0,6,r,8,2.08,213,5.36,4.95,6,5,2,355.56,53.92,1,16,14,2,14.3,0.206,0.212,328.68,15,23,1,0,5,4,0,1,0,1,2,2,rábano,rojo
114,115,external_surface_property,e,se,visual-colour,19,1,382.0,26,ND,0.038,0.05,55.89,32.14,6,r,1,0.0,280,5.63,6.15,9,7,3,167.94,3.24,0,11,9,1,11.1,0.173,0.167,106.59,8,29,2,0,2,1,0,3,0,0,1,2,frambuesa,rojo
115,116,external_surface_property,e,se,visual-colour,5,14,834.0,47,ND,0.021,0.006,0.0,0.0,8,r,8,2.08,56,4.03,2.7,11,8,3,0.0,0.0,0,19,17,3,17.6,0.321,0.309,245.92,16,18,0,4,7,1,1,0,0,0,4,2,cascabel,verde
117,118,external_surface_property,e,se,visual-colour,8,9,607.0,50,ND,0.02,0.013,0.0,0.0,8,r,14,2.64,262,5.57,3.05,8,8,3,961.49,185.43,2,15,13,4,30.8,0.333,0.325,337.97,12,33,4,1,3,1,1,0,0,0,3,2,revólver,negro
118,119,external_surface_property,e,se,visual-colour,10,5,480.0,54,ND,0.019,0.021,0.0,0.0,8,s,27,3.3,848,6.74,3.75,6,4,2,1153.36,126.62,2,9,9,4,44.4,0.445,0.468,9.34,1,10,2,0,3,1,0,0,0,1,2,0,sillín,marrón
119,120,external_surface_property,e,se,visual-colour,5,9,834.0,47,ND,0.021,0.006,7.1,7.1,8,s,2,0.69,79,4.37,2.45,10,10,4,85.33,0.0,0,13,9,0,0.0,0.08,0.056,82.87,5,14,1,0,5,1,0,0,0,1,1,4,salamandra,verde
120,121,external_surface_property,e,se,visual-colour,5,14,480.0,54,ND,0.019,0.01,0.0,0.0,8,s,5,1.61,323,5.78,7.45,7,6,2,375.95,81.85,1,17,15,8,53.3,0.462,0.492,113.47,5,24,5,0,4,1,0,0,0,1,4,2,sandalias,marrón
121,122,external_surface_property,e,se,visual-colour,8,7,480.0,54,ND,0.019,0.017,0.0,0.0,8,s,1,0.0,62,4.13,5.75,9,9,3,207.58,50.09,1,12,12,9,75.0,0.79,0.818,17.37,1,33,3,0,4,1,0,0,0,2,2,0,lija,marrón
122,123,external_surface_property,e,se,visual-colour,24,1,834.0,47,ND,0.021,0.029,7.1,7.1,8,s,3,1.1,234,5.46,4.3,7,5,2,2135.83,170.51,0,10,9,4,44.4,0.412,0.424,7.1,1,10,2,0,1,1,0,0,1,1,3,1,alga,verde
123,124,external_surface_property,e,se,visual-colour,9,4,607.0,50,ND,0.02,0.015,0.0,0.0,8,s,14,2.64,481,6.18,4.95,5,4,1,557.69,135.66,5,7,5,1,20.0,0.277,0.271,11.04,1,17,2,0,2,1,0,0,0,0,0,2,pala,negro
124,125,external_surface_property,e,se,visual-colour,11,6,607.0,50,ND,0.02,0.018,0.0,0.0,8,s,2,0.69,1036,6.94,7.25,6,6,2,1789.64,153.82,0,16,15,4,26.7,0.37,0.368,148.69,10,18,0,4,6,1,0,0,0,1,3,1,araña,negro
125,126,external_surface_property,e,se,visual-colour,30,1,834.0,47,ND,0.021,0.036,115.74,92.33,8,s,2,0.69,199,5.29,5.0,7,6,2,270.92,39.94,0,11,10,1,10.0,0.19,0.2,354.2,27,75,4,0,1,1,0,0,0,0,4,1,espinaca,verde
126,127,external_surface_property,e,se,visual-colour,5,11,607.0,50,ND,0.02,0.008,0.0,0.0,8,s,1,0.0,183,5.21,2.75,8,6,2,1921.27,984.36,7,12,11,0,0.0,0.064,0.045,738.78,28,51,0,3,4,1,1,0,0,0,2,1,estornino,negro
127,128,external_surface_property,e,se,visual-colour,17,5,634.0,51,ND,0.02,0.027,0.0,0.0,8,s,1,0.0,129,4.86,2.5,5,4,1,1228.56,317.12,5,14,13,3,23.1,0.23,0.238,383.3,11,24,1,3,7,1,0,0,0,0,1,1,cigüeña,blanco
128,129,external_surface_property,e,se,visual-colour,25,1,382.0,26,ND,0.038,0.065,45.68,32.14,6,s,2,0.69,661,6.49,8.45,10,8,3,115.36,0.0,0,17,16,6,37.5,0.36,0.346,190.86,10,22,5,0,2,2,0,2,0,2,3,1,fresa,rojo
129,130,external_surface_property,e,se,visual-colour,27,1,634.0,51,ND,0.02,0.043,0.0,0.0,8,s,4,1.39,1431,7.27,4.2,4,4,1,1014.32,14.22,8,16,15,3,20.0,0.24,0.268,601.78,22,33,0,2,5,1,1,0,0,0,6,1,cisne,blanco
130,131,external_surface_property,e,se,visual-colour,26,1,210.0,15,ND,0.067,0.124,120.68,111.65,9,t,1,0.0,78,4.36,7.1,9,7,3,902.66,171.12,0,16,15,0,0.0,0.142,0.134,1419.41,58,55,1,0,6,1,0,1,0,1,5,1,tangerina,naranja
131,132,external_surface_property,e,se,visual-colour,13,4,834.0,47,ND,0.021,0.016,0.0,0.0,8,t,30,3.4,4793,8.47,2.55,4,4,1,1502.93,108.28,12,13,13,6,46.2,0.426,0.426,33.05,2,10,3,0,5,1,0,0,0,1,3,0,tanque,verde
132,133,external_surface_property,e,se,visual-colour,25,1,345.0,27,ND,0.037,0.072,0.0,0.0,9,t,19,2.94,2195,7.69,7.35,4,5,2,460.62,29.61,0,10,8,2,25.0,0.244,0.277,99.82,6,40,2,1,0,1,0,0,0,0,4,2,taxi,amarillo
133,134,external_surface_property,e,se,visual-colour,11,3,634.0,51,ND,0.02,0.017,0.0,0.0,8,t,17,2.83,2071,7.64,8.55,6,5,2,755.05,115.49,1,8,8,3,37.5,0.446,0.44,34.81,2,20,2,0,3,1,0,0,0,0,2,0,inodoro,blanco
134,135,external_surface_property,e,se,visual-colour,12,3,834.0,47,ND,0.021,0.014,0.0,0.0,8,t,4,1.39,285,5.65,2.4,8,5,2,354.3,63.0,0,14,11,2,18.2,0.247,0.264,154.02,5,14,0,2,4,1,0,0,0,1,3,3,tortuga,verde
135,136,external_surface_property,e,se,visual-colour,10,7,382.0,26,ND,0.038,0.026,0.0,0.0,6,t,1,0.0,57,4.04,6.2,8,7,3,284.22,11.25,0,17,15,2,13.3,0.246,0.244,327.94,19,24,4,1,7,1,0,0,0,0,2,2,triciclo,rojo
136,137,external_surface_property,e,se,visual-colour,8,7,634.0,51,ND,0.02,0.013,0.0,0.0,8,t,1,0.0,174,5.16,4.75,6,5,2,463.78,180.78,0,9,8,0,0.0,0.09,0.114,158.54,10,36,2,0,1,1,0,1,0,1,2,1,nabo,blanco
138,139,external_surface_property,e,se,visual-colour,18,1,834.0,47,ND,0.021,0.022,9.74,9.74,8,v,12,2.48,913,6.82,5.0,4,3,1,1471.34,315.7,15,8,7,4,57.1,0.514,0.473,9.74,1,33,2,0,2,1,0,0,0,0,2,1,vid,verde
139,140,external_surface_property,e,se,visual-colour,5,8,480.0,54,ND,0.019,0.01,0.0,0.0,8,v,1,0.0,702,6.55,3.8,6,6,3,274.45,13.22,0,11,10,4,40.0,0.472,0.491,157.11,6,40,3,0,3,1,1,0,0,0,2,1,violín,marrón
140,141,external_surface_property,e,se,visual-colour,17,6,382.0,26,ND,0.038,0.045,0.0,0.0,6,w,72,4.28,937,6.84,5.6,5,5,2,388.39,20.22,0,14,13,2,15.4,0.245,0.269,356.03,15,27,5,0,6,1,0,0,0,0,1,1,vagón,rojo
141,142,external_surface_property,e,se,visual-colour,19,1,480.0,54,ND,0.019,0.04,0.0,0.0,8,w,16,2.77,461,6.13,5.75,6,6,2,414.12,49.52,0,11,9,1,11.1,0.166,0.165,16.21,2,7,3,0,2,1,0,0,0,2,1,2,nuez,marrón
143,144,external_surface_property,e,se,visual-colour,7,6,607.0,50,ND,0.02,0.012,0.0,0.0,8,w,20,3.0,1143,7.04,3.75,4,3,1,3573.84,41.76,5,14,13,7,53.8,0.449,0.406,8.76,1,7,3,0,4,1,1,0,0,0,4,1,látigo,negro
144,145,external_surface_property,e,se,visual-colour,8,6,480.0,54,ND,0.019,0.017,0.0,0.0,8,w,9,2.2,1273,7.15,6.55,4,3,1,2233.65,722.34,9,11,11,3,27.3,0.325,0.333,8.74,1,4,2,3,2,1,0,0,0,1,2,0,gusano,marrón
145,146,external_surface_property,e,se,visual-colour,12,4,210.0,15,ND,0.067,0.057,12.15,12.15,9,j,1,0.0,51,3.93,3.3,3,3,1,0.0,0.0,9,7,6,1,16.7,0.219,0.212,51.74,3,30,2,0,0,1,0,1,0,0,2,1,ñame,naranja
146,147,external_surface_property,e,se,visual-colour,21,2,834.0,47,ND,0.021,0.025,49.71,26.3,8,z,1,0.0,1,0.0,5.1,8,6,3,0.0,0.0,0,15,14,4,28.6,0.288,0.271,286.36,8,18,4,0,4,3,0,1,0,0,2,1,calabacín,verde
